OBJECTID,Asset Group,SAP ID,Validation State,GlobalID,Description,Site,Site Description,Local Board,Street Name,Street Number,City,Shape__Area,Shape__Length
127,Court,1000146763,3,8e12e2aa-e7cb-474a-8850-7aa6f9b2cc6a,COUR-Rubber-2-Netball,10751,David Lange Park,Mangere-Otahuhu,Bader Drive,98R,Auckland,745.0673828125,113.852858887379
128,Cricket Wicket,1000149592,3,22cb3001-4b17-4d4a-8857-450c263eacbf,Summer - Astro - Cricket Wicket 5A,11201,Huapai Recreation Reserve,Rodney,Tapu Road,46,Auckland,83.267578125,65.2686138772815
129,Court,1000151609,3,e1fbc99a-c96c-4855-81e8-4b97ca8d1712,COUC-B/ball(Keyhole)-In skate area,20311,Northboro Reserve,Devonport-Takapuna,Northboro Road,39,Auckland,35.12109375,24.3081479547094
130,Court,1000016665,3,9a9f8876-6a7e-4b10-937a-1f5368ee651e,SURF-Netball Court,11469,Harold Moody Reserve Duck Park,Waitakere Ranges,Glendale Road,40,Auckland,530.9990234375,97.1459377541971
131,Court,1000151321,3,44780067-308c-4d6b-9ef5-24a11be945c0,Petanque Courts-Petanque,11392,Herald Island Domain,Upper Harbour,Ferry Parade,44,Auckland,43.765625,31.7621529631044
132,Court,1000149397,3,cdcd851a-9e98-4d25-840e-e98efd135bff,COUH-Tennis-Netball #3,11201,Huapai Recreation Reserve,Rodney,Tapu Road,46,Auckland,819.3759765625,122.948617162551
133,Cricket Wicket,1000584188,3,60e3fead-231e-4b98-93a1-70f44ae1d52e,Summer - Astro - Cricket Wicket 8A,21624,Avondale Racecourse - Third Party,Whau,Ash Street,2,Auckland,70.5927734375,55.7119933379689
134,Artificial Sports Field,1000151684,3,ab366236-0738-460b-a8e8-b15ad3178e9b,Winter - Artificial - 2 - Football,11420,Starling Park,Henderson-Massey,Glen Road,34-44,Auckland,7912.650390625,369.758544203584
135,Court,1000154919,3,d845a4db-7bb1-41f9-8658-9de841792319,COUR-Volleyball-W of p/grnd Harania Ave,20760,Harania/Marys Foreshore Reserve,Mangere-Otahuhu,Harania Avenue,38R,Auckland,157.5390625,53.0085367724848
136,Court,1000165337,3,93eab54f-2a96-47db-871c-31ac243447d0,SURF - Basketball Half Court,22568,Sunvue Park,Waitakere Ranges,Sunvue Road,94,Auckland,97.3681640625,39.4722540611666
137,Cricket Wicket,1000584189,3,9f16337a-ef03-4e57-ac4b-b3fa33799a13,Summer - Astro - Cricket Wicket 2A,21624,Avondale Racecourse - Third Party,Whau,Ash Street,2,Auckland,68.6845703125,55.4538349316515
138,Cricket Wicket,1000136252,3,a09ad05c-9c52-4b46-8e64-1acffc9705f6,Summer - Soil - Cricket Block 1,10107,Eastdale Reserve,Whau,Eastdale Road,33-37,Auckland,228.3603515625,65.4611473079357
139,Court,1000164543,3,fb77e601-2460-4e82-a993-2b10ad3e39ea,"PETA-S of reserve, by SH16",22477,Huapai Service Centre/Kumeu Library,Rodney,Oraha Road,24,Auckland,73.4599609375,36.2910684145329
140,Court,1000677768,3,33ae729e-f7b7-4207-9bfd-dd3bd1bc7f3c,SURF - Basketball Half Court,11337,Piha Domain,Waitakere Ranges,Seaview Road,24,Auckland,34.2275390625,23.5682501882971
141,Court,1000144699,3,66c0fb26-7c50-4345-a398-71bddc044a96,COUR-Rubber-9-Netball,10751,David Lange Park,Mangere-Otahuhu,Bader Drive,98R,Auckland,743.8671875,113.910884095333
142,Court,1000165358,3,b6618630-0d1a-48ef-be56-de4deeb2fd53,Tennis Court,22877,Portage Canal Foreshore Reserve,Mangere-Otahuhu,Portage Road,4,Auckland,2327.171875,239.15570428095
143,Court,1000148001,3,aa8ce922-fa56-419b-a9c5-3b5e341c6ee0,COUH-Bball-beside tennis crt (15x15),11107,Little Shoal Bay Reserve/Dudding Park,Kaipatiki,Council Terrace,20,Auckland,224.8447265625,60.0579742575276
144,Cricket Wicket,1000147269,3,35a87cfa-4fe2-44ed-88e7-e55635b38374,Summer - Sand - Cricket Block 1,11054,Birkenhead War Memorial Park,Kaipatiki,Birkenhead Avenue,102,Auckland,295.9111328125,73.4984345294803
145,Cricket Practice Area,1000152611,3,c2c34438-7942-4280-a3b5-677c46c4e1e0,CricketNet-Astro Wickt-x5 Lanes(By Fld8),20405,Colin Maiden Park,Orakei,Merton Road,71-73,Auckland,538.65234375,96.036810385536
146,Court,1000163785,3,848539fe-a93f-4f15-b95f-e8d5fd470ac5,COUC-Basketball court by playground,22367,Te Hana Reserve,Rodney,Whakapirau Road,12,Auckland,352.0185546875,79.8257675412884
147,Court,1000146754,3,85dd6cda-96bc-403f-95dd-3cbf328ac1a6,COUR-Rubber-1-Netball,10751,David Lange Park,Mangere-Otahuhu,Bader Drive,98R,Auckland,748.908203125,114.142321396146
148,Cricket Wicket,1000152185,3,5637d638-de39-4e67-a47d-7048f2aad619,SURF - Concrete Cricket Wicket 1A,11486,Moire Park,Henderson-Massey,Moire Road,91-97,Auckland,64.1591796875,55.3126432041925
149,Court,1000148010,3,a4fe9e55-62e5-4124-a3e2-e2c7f52b1a0b,PETA-Beside tennis court,11107,Little Shoal Bay Reserve/Dudding Park,Kaipatiki,Council Terrace,20,Auckland,136.4150390625,56.9478750355365
150,Court,1000148632,3,dad720b2-3cf1-4625-84b2-ada2521ccfa7,COUR-Volleyball-Along Side Lesiure,11275,Stanmore Bay Park,Hibiscus and Bays,Brightside Road,159-177,Auckland,183.0498046875,54.5485890749066
151,Court,1000148496,3,a7d70628-cfcb-41cc-ba33-bcce4a2b95bb,COUC-B/ball-Top Reserve By Fire,11246,Shelly Beach Reserve,Rodney,Shelly Beach Road,3,Auckland,454.453125,90.3479208002806
152,Court,1000146772,3,46c9ae20-9869-48a9-a3d2-d14fbe880298,COUR-Rubber-3-Netball,10751,David Lange Park,Mangere-Otahuhu,Bader Drive,98R,Auckland,742.1298828125,113.629647076095
153,Cricket Wicket,1000584192,3,4da372e1-9dee-441d-86f0-1393b184a488,Summer - Astro - Kilikiti Wicket 1A,22677,Archibald Park,Whau,Archibald Road,109,Auckland,53.0712890625,54.7584019532931
154,Court,1000168608,3,3a26075f-9f66-47e8-b80e-2680970e7621,COUR-Basketball Half Court (9x5m),23390,Crampton Court Reserve,Hibiscus and Bays,Crampton Court (opposite),5,Auckland,37.849609375,25.2281431140292
155,Cricket Wicket,1000146704,3,bf04275d-f76a-43e2-a3f5-1756d407a034,Summer - Astro - Cricket Wicket 2A,11072,Sunnynook Park,Devonport-Takapuna,Sunnynook Road,90,Auckland,68.994140625,58.6766118351691
156,Court,1000162507,3,f2b95cf2-5079-40a6-9fa3-170c7d4fd137,COUH-Basketball,22135,"Cadness Reserve, PuÄwai",Kaipatiki,Cadness Street,6,Auckland,589.3271484375,99.2758096176681
157,Court,1000147366,3,6c524d2c-beb8-41da-8be3-4c633c7e062e,PETA-By toilet next to Archers Rd,11096,Marlborough Park,Kaipatiki,Chartwell Avenue,13,Auckland,92.8642578125,50.0199994200393
158,Court,1000149223,3,821788d7-093c-405a-a72f-680b4f9fb26c,SURF-Tennis Court,11384,Kaumatua Reserve,Henderson-Massey,Te Atatu Road,572C,Auckland,1135.71875,135.290963936077
159,Court,1000146817,3,e3b7715f-ec0b-4b01-bc37-20dd51698fca,COUR-Rubber-10-Netball,10751,David Lange Park,Mangere-Otahuhu,Bader Drive,98R,Auckland,756.546875,114.352620597787
160,Cricket Wicket,1000136261,3,fff5a985-7933-45c6-a94f-7dcadaa76a6d,Summer - Soil - Cricket Block 2,10107,Eastdale Reserve,Whau,Eastdale Road,33-37,Auckland,255.5732421875,68.588550604864
161,Court,1000153623,3,9c666f46-f78c-4e0d-a206-9a9d39c1aac2,PETA-N cornor of reserve,20303,Montgomery Reserve,Devonport-Takapuna,Montgomery Avenue,21,Auckland,106.71484375,47.6885813867797
162,Court,1000165926,3,49ac238f-a07f-486c-927d-2544ca3e9a22,COURT-Petanque,22552,Swanson Oaks,Waitakere Ranges,Swanson Road,702,Auckland,45.482421875,27.6459448666401
163,Cricket Wicket,1000148775,3,f5c81a98-b015-492a-9b4e-edc1b98484bd,Summer - Astro - Cricket Wicket 1A,11222,Bourne Dean Recreation Reserve,Rodney,Kaipara Flats Road,903,Auckland,64.7509765625,54.9520829878733
164,Cricket Wicket,1000148313,3,26f67b0c-d2e8-4118-b503-352139d5edda,Cricket Net - Astro Wicket - x4 Lanes,11201,Huapai Recreation Reserve,Rodney,Tapu Road,46,Auckland,458.009765625,90.3454862468605
165,Cricket Wicket,1000149761,3,ee51cbc5-f6d3-4a1f-b351-369df9f08a9b,Summer - Astro - Cricket Wicket 3A,11366,Ken Maunder Park,Whau,Binsted Road,34,Auckland,73.5986328125,54.4383686838767
166,Court,1000134057,3,d27751df-fcb4-45f7-a5db-f5d8ab3b8766,VBALL-Court by carpark,10107,Eastdale Reserve,Whau,Eastdale Road,33-37,Auckland,245.240234375,64.694971216859
167,Court,1000151171,3,0fd2d745-7f0c-4643-ab29-a4d68ac7a505,Petanque Courts-Petanque,11490,Mason Park,Whau,Fruitvale Road,13,Auckland,42.248046875,32.0047992271644
168,Cricket Wicket,1000164912,3,d19cc8c9-eb0f-4847-b047-db62d1a50c05,SURF-Summer/Concrete-Kilikiti Wicket 1A,22553,Te Atatu South Park,Henderson-Massey,Te Atatu Road,164,Auckland,67.205078125,48.7219338938566
169,Court,1000146931,3,3de3c256-4666-4e38-b10e-574f70bf1274,COUR-Tennis-Practice court,11059,Mairangi Bay Park,Hibiscus and Bays,Maxwelton Drive,63,Auckland,153.8876953125,53.3273113567629
170,Court,1000164849,3,f6725086-6838-423a-a6c8-3921933adfd7,COURT-Petanque,22552,Swanson Oaks,Waitakere Ranges,Swanson Road,702,Auckland,34.1328125,30.0232761395112
171,Cricket Wicket,1000146232,3,82e0b7ec-6d75-48c3-b7a2-0b7b7d376115,Summer - Astro - Cricket Wicket 2A,10930,Wainoni Park North,Upper Harbour,Churchouse Road,56,Auckland,74.7939453125,65.582408961942
172,Court,1000154675,3,4b41c375-f511-4b18-a788-2b7aa90c6150,SURF - Half Court,20716,Mckinley Park,Henderson-Massey,Mckinley Road,6,Auckland,46.3296813853085,27.7158832293573
173,Court,1000146549,3,f926db7d-2162-4023-8490-5dc43559b3ad,COUR-Tennis Court,11056,Freyberg Park,Hibiscus and Bays,Woodlands Crescent,4,Auckland,1715.806640625,166.60024969446
174,Court,1000148931,3,c487a5da-cbf4-4099-9ea9-01259ec3c7da,COUR-Tennis,11089,Woodall Park,Devonport-Takapuna,Old Lake Road,2,Auckland,540.3447265625,100.675630676805
175,Cricket Wicket,1000584191,3,292b6329-031f-483e-b672-4358b54590ca,Summer - Astro - Cricket Wicket 7A,21624,Avondale Racecourse - Third Party,Whau,Ash Street,2,Auckland,68.7490234375,55.4998902622015
176,Cricket Wicket,1000168077,3,7375e992-9a8d-49a6-83bc-47929dfe50b9,Summer - Astro - Cricket Wicket 1A,11274,"Whangateau Reserve, Holiday Park & Hall",Rodney,Leigh Road,511,Auckland,49.8037109375,48.0153259546521
177,Court,1000162734,3,02a7fba7-41ba-4df4-9607-c5a3b7fe7ca1,SURF-Petanque,21881,Provence Green,Henderson-Massey,Provence Esplanade,1,Auckland,61.4765625,38.1207426279918
178,Court,1000727075,3,094ddbc4-1e17-44d7-96ff-786e69657cb0,COUR Tennis court,11490,Mason Park,Whau,Fruitvale Road,13,Auckland,524.0166015625,98.8103900917349
179,Cricket Wicket,1000148253,3,e081f242-3f4e-43a7-8cca-c61052ef2467,Summer - Astro - Cricket Wicket 1A,11053,Bay City Park,Upper Harbour,Andersons Road,50,Auckland,80.935546875,64.7392218495213
180,Court,1000158506,3,22384f6b-2eee-4b63-84c2-3231987d5a33,SURF - Basketball Half Court,21423,Laingholm Reserve,Waitakere Ranges,Western Road,4,Auckland,101.517578125,40.3260612314196
181,Cricket Wicket,1000148659,3,c8629ba0-a4a8-468b-bc01-7b3b7dd1fc02,Summer - Astro - Cricket Wicket 2A,11071,Becroft Park Reserve,Devonport-Takapuna,Becroft Drive,8,Auckland,71.1669921875,55.7765704387023
182,Court,1000152202,3,9ab173c8-af66-47d8-904c-2be8c9c4ad38,Courts - Basketball Half Court 1,11482,Olympic Park,Whau,Portage Road,36,Auckland,90.1792045049369,35.8905958640053
183,Court,1000154323,3,db887baa-3e05-4709-8796-b417ab8f2cb5,PETA-Near Riverside Rd boundary,20661,Maygrove Reserve,Hibiscus and Bays,Riverside Road,108,Auckland,135.2119140625,48.0659777614103
184,Court,1000146826,3,03e0b548-8e62-469f-8ac4-63ff327a0d9d,COUR-Asphalt-Surrounds between courts,10751,David Lange Park,Mangere-Otahuhu,Bader Drive,98R,Auckland,1760.5322265625,238.131216756041
185,Court,1000162908,3,04e56f1f-d40a-4106-91c2-7ff5436b6d88,SURF - Half Court,22106,Sarajevo Reserve,Henderson-Massey,Sarajevo Place,7,Auckland,114.40234375,43.0857022003621
186,Court,1000146846,3,40c7cc1c-eda3-4437-85f5-5f78d9d2fa6f,COUC-Netball,11089,Woodall Park,Devonport-Takapuna,Old Lake Road,2,Auckland,696.6083984375,110.866081125583
187,Court,1000148178,3,073a096d-f83d-4af4-8023-9911ffe4aa22,COUH-Tennis-Netball #2,11201,Huapai Recreation Reserve,Rodney,Tapu Road,46,Auckland,813.7998046875,122.377862974011
188,Cricket Wicket,1000164222,3,071d971a-985d-4dd8-a819-c7049aca2900,Summer - Astro - Cricket Wicket 1A,22297,Ashley Reserve,Hibiscus and Bays,Ashley Avenue,55,Auckland,73.2431640625,56.2320750899921
189,Cricket Wicket,1000140732,3,3eaa4abe-2c5a-4bf2-9100-d9562d97f7fe,Summer - Astro - Cricket Wicket 6,10401,Thomas Bloodworth Park,Orakei,Shore Road,2-30,Auckland,43.314453125,40.7999420561867
190,Cricket Wicket,1000147242,3,f8fe4b50-ce4f-4618-a071-0de1b66b9100,Summer - Astro - Cricket Wicket 1a,11054,Birkenhead War Memorial Park,Kaipatiki,Birkenhead Avenue,102,Auckland,63.3125,53.3164043551534
191,Cricket Wicket,1000148004,3,d7f153bf-a9c2-4ad7-92ce-526bac6411f4,Summer - Astro - Cricket Wicket 1A,11138,Kaipatiki Park,Kaipatiki,Kaipatiki Road,146,Auckland,86.8271484375,65.7862898342483
192,Cricket Wicket,1000148937,3,a958b134-191e-488c-8753-4fcad9e594a2,Summer - Astro - Cricket Wicket 1A,11229,Sinclair Park,Rodney,Macky Road,34,Auckland,87.19921875,65.8502249623966
193,Artificial Sports Field,1000150444,3,136d3d1e-045e-4309-9ac8-8e7c27e2db75,Winter - Artificial - 6 - Football,11335,Parrs Park,Waitakere Ranges,West Coast Road,471-479,Auckland,9587.6845703125,399.742843699949
194,Cricket Wicket,1000143556,3,b2f5bc7e-92ac-4477-96ad-c7f5aa412fc4,Summer - Astro - Cricket Wicket 1,10535,Massey Park - Waiuku,Franklin,Belgium Street,2,Waiuku,74.9990234375,55.9998486582467
195,Cricket Wicket,1000146147,3,6ac02ac5-aed7-481e-8433-f820b066ee27,Summer - Concrete - Kilikiti Wicket 5,10714,Ngati Otara Park,Otara-Papatoetoe,Otara Road,100R,Auckland,75,65.0000648075211
196,Cricket Wicket,1000150058,3,7d0cc549-452f-41ad-a769-af3beca3df66,Summer - Astro - Cricket Wicket 1A,11187,Drury Sports Complex,Papakura,Victoria Street,20R,Papakura,93,67.9999411008521
197,Cricket Wicket,1000146138,3,f1784689-2dd7-4c43-ba1e-80fee57e8bad,Summer - Concrete - Kilikiti Wicket 3,10714,Ngati Otara Park,Otara-Papatoetoe,Otara Road,100R,Auckland,60,52.9999041118818
198,Artificial Sports Field,1000143656,3,5b17e20f-5a6f-4259-9030-7cd670ca4736,Winter - Artificial - 3 - Football,10719,William Green Domain,Howick,Pakuranga Road,600R,Auckland,1350,150.00000276332
199,Cricket Wicket,1000144261,3,89e72221-6ae5-4aac-acd6-b12a2d4d56a9,Summer - Concrete - Kilikiti Wicket 2,10714,Ngati Otara Park,Otara-Papatoetoe,Otara Road,100R,Auckland,51.998046875,55.999945437678
200,Cricket Wicket,1000142643,3,ceeca4e9-b7c6-47a2-a921-c2c3f7fe9548,Summer - Astro - Cricket Wicket 2,10532,Colin Lawrie Fields,Franklin,Reynolds Road,47,Pukekohe,75.0009765625,56.0001391955725
201,Cricket Wicket,1000142962,3,4d41f961-f58b-40e8-bcd4-6dfe68aff56e,Summer - Astro - Cricket Wicket 3,10535,Massey Park - Waiuku,Franklin,Belgium Street,2,Waiuku,70.5,52.9999949870183
202,Cricket Wicket,1000146520,3,de7efdfc-1975-4507-8fb7-178a69a0061d,Summer - Astro - Cricket Wicket 2,10875,Ti Rakau Park,Howick,William Roberts Road,27R,Auckland,89.9970703125,65.9997371940391
203,Court,1000145649,3,1e30387b-41ab-40ed-9262-a14405424a0f,Shotput/Discuss Circle,10745,Jellicoe Park,Manurewa,Jellicoe Road,40R,Auckland,3.388671875,6.53693113933834
204,Cricket Wicket,1000146094,3,55ebb02a-dc04-485f-b3bd-c1f5793eb728,Summer - Astro - Cricket Wicket 4A,10659,Manurewa War Memorial Park,Manurewa,Gibbs Road,16R,Auckland,90,66.0000789923417
205,Cricket Wicket,1000144006,3,42094ca4-4ef1-45e2-8c0b-2d665ea7b82c,Summer - Astro - Cricket Wicket 1,10538,Rosa Birch Park,Franklin,Puni Road,2,Auckland,60.0009765625,64.0001777117767
206,Cricket Wicket,1000143565,3,fe902645-e919-4d04-b029-f42d25c4ae99,Summer - Astro - Cricket Wicket 2,10535,Massey Park - Waiuku,Franklin,Belgium Street,2,Waiuku,87.0009765625,63.9999897679781
207,Cricket Wicket,1000158217,3,a6f8330e-e607-472b-aafd-9d6360674723,Summer - Astro - Cricket Wicket 1,21536,Bell Field,Franklin,Papakura-Clevedon Road,587R,Auckland,67.49609375,55.3996107689887
208,Court,1000147698,3,3f99076d-c6bd-4cb6-8ba4-fb1862b655e8,Summer - Lime - 2 - Softball Diamond,11157,Prince Edward Park,Papakura,Wharf Street,1R,Papakura,965.1875,118.657988503956
209,Cricket Wicket,1000144270,3,3c34700f-6f7c-48e3-8883-6463f3d2a40f,Summer - Concrete - Kilikiti Wicket 4,10714,Ngati Otara Park,Otara-Papatoetoe,Otara Road,100R,Auckland,64.9990234375,56.9998193742327
210,Court,1000145595,3,4aefe367-27dc-43d6-bb8f-7ae015ed99a1,Shotput/Discuss Circle-38001,10745,Jellicoe Park,Manurewa,Jellicoe Road,40R,Auckland,5.24609375,8.13105868947929
211,Artificial Sports Field,1000143629,3,5d290b0d-a649-4d93-a3c4-4c1282ed0777,Winter - Artificial - 1 - Football,10719,William Green Domain,Howick,Pakuranga Road,600R,Auckland,6599.9970703125,331.99992739469
212,Cricket Wicket,1000143574,3,7e155292-613a-45a5-8ee1-36e8e986ea73,Summer - Soil - Cricket Block 1,10535,Massey Park - Waiuku,Franklin,Belgium Street,2,Waiuku,225.0009765625,68.0000555076931
213,Cricket Wicket,1000150049,3,f934be32-3ad6-48c2-a1d6-9d801fb20867,Cricket Net - Astro Wicket - x2 Lanes,11187,Drury Sports Complex,Papakura,Victoria Street,20R,Papakura,183.998046875,61.9998940342552
214,Cricket Wicket,1000146085,3,833569e0-22b6-43f0-89da-03206819c9f6,Summer - Astro - Cricket Wicket 3A,10659,Manurewa War Memorial Park,Manurewa,Gibbs Road,16R,Auckland,75,55.9999317599167
215,Artificial Sports Field,1000145592,3,f2fb15db-aaf5-4656-8961-b42193ebafa9,Winter - Artificial - 5 - Football,10719,William Green Domain,Howick,Pakuranga Road,600R,Auckland,1484.9970703125,155.999865131875
216,Artificial Sports Field,1000145583,3,0ad4edb4-ee3f-46af-a87b-047260787ba0,Winter - Artificial - 4 - Football,10719,William Green Domain,Howick,Pakuranga Road,600R,Auckland,1484.998046875,155.999865130625
217,Cricket Wicket,1000150066,3,36db43c3-0365-48c2-8712-b6a730226669,Summer - Astro - Cricket Wicket 2A,11187,Drury Sports Complex,Papakura,Victoria Street,20R,Papakura,92.9990234375,67.9999936283536
218,Cricket Wicket,1000144287,3,cda43cbc-2ef9-4b6b-af4b-4415db8f6ba2,Summer - Soil - Cricket Block 4,10534,Karaka Sports Park & Karaka Hall,Franklin,Blackbridge Road,,Franklin,300.0009765625,74.0000680082684
219,Cricket Wicket,1000143885,3,de213462-b7d2-4a5e-acbf-607db08f5d5e,Summer - Soil - Cricket Block 1,10659,Manurewa War Memorial Park,Manurewa,Gibbs Road,16R,Auckland,520,92.0000363255186
220,Cricket Wicket,1000143894,3,8614b0cb-cb4b-4aea-a39e-ec749ffa2b54,Summer - Soil - Cricket Block 2,10659,Manurewa War Memorial Park,Manurewa,Gibbs Road,16R,Auckland,458.9990234375,88.0000829935131
221,Artificial Sports Field,1000145574,3,2582f84c-2aa9-4aed-aca3-b97066f4eaf0,Winter - Artificial - 2 - Football,10719,William Green Domain,Howick,Pakuranga Road,600R,Auckland,2699.9931640625,209.999789257781
222,Sports Field Soil,1000143881,3,a9d2a284-7d43-446b-94b5-d0470c6104ba,Winter - Soil - 1 - Shared-Use,10729,Robert White Park,Otara-Papatoetoe,Pah Road,49R,Auckland,6134.1611328125,335.970637989688
223,Court,1000147689,3,e80dc66f-fc0f-430c-9501-22bad5f14afc,Summer - Lime - 1 - Softball Diamond,11157,Prince Edward Park,Papakura,Wharf Street,1R,Papakura,907.2626953125,115.157531969786
224,Cricket Wicket,1000142611,3,66dd7139-3205-4e52-8885-85c4a655427b,Summer - Astro - Cricket Wicket 1,10532,Colin Lawrie Fields,Franklin,Reynolds Road,47,Pukekohe,74.9990234375,56.0001391948119
225,Cricket Wicket,1000146129,3,e072b7bc-fb1b-4e67-896a-68e9a35dd002,Summer - Concrete - Kilikiti Wicket 1,10714,Ngati Otara Park,Otara-Papatoetoe,Otara Road,100R,Auckland,64.9990234375,56.9999276684581
226,Cricket Wicket,1000146511,3,240d41cb-767d-4df8-90ce-4123ecbffb51,Summer - Astro - Cricket Wicket 1,10875,Ti Rakau Park,Howick,William Roberts Road,27R,Auckland,90,66.0000232304398
227,Court,1000145631,3,7bda8e9b-d376-4291-b391-8beba4fba23a,Long Jump Pit - 2nd of 2 nxt to carpark,10745,Jellicoe Park,Manurewa,Jellicoe Road,40R,Auckland,23.099609375,20.2000789467235
228,Cricket Wicket,1000160398,3,b9039738-8495-429d-8e01-779d01fff6cf,Cricket Net - Astro Wicket - x2 Lanes,21536,Bell Field,Franklin,Papakura-Clevedon Road,587R,Auckland,28.0908203125,24.6448768874577
229,Court,1000145875,3,6f885d43-1fcb-43f7-92c5-47e653bbdb9a,Summer - Clay - 1 - Softball Diamond,10729,Robert White Park,Otara-Papatoetoe,Pah Road,49R,Auckland,667.845703125,101.545472668674
230,Cricket Wicket,1000144327,3,d871448a-e025-4f58-9c12-c85a84bb887e,Summer - Soil - Cricket Block 1,10739,Papatoetoe Recreation Grounds,Otara-Papatoetoe,Great South Road,295R,Auckland,495.087890625,89.6208236158514
231,Cricket Wicket,1000144278,3,8292e24b-4546-40bf-a77d-cbf72d507204,Summer - Soil - Cricket Block 1,10534,Karaka Sports Park & Karaka Hall,Franklin,Blackbridge Road,,Franklin,299.9990234375,73.9999692574798
232,Cricket Wicket,1000147350,3,7d078dd4-014d-40d9-bebf-776b0b4835e5,Summer - Astro - Cricket Wicket 1,10889,Howick Domain,Howick,Wellington Street,90R,Auckland,75,56.0001187002423
233,Court,1000145622,3,6395d275-e176-4ba1-a036-5ad375a321d1,Long Jump Pit - 1st of 2 nxt to carpark,10745,Jellicoe Park,Manurewa,Jellicoe Road,40R,Auckland,23.099609375,20.2000789454509
234,Cricket Wicket,1000165887,3,54d019dc-c9a7-489b-92aa-0c1358f5b9ef,Summer - Cricket Wicket 1A,22725,Keri Downs Park,Papakura,Dominion Road,200R,Auckland,74.8916015625,71.2096422028788
235,Court,1000145658,3,2b310a32-5e3a-4f9a-8638-a7791313ad8a,Shotput/Discuss Circle,10745,Jellicoe Park,Manurewa,Jellicoe Road,40R,Auckland,3.3955078125,6.53700744127729
236,Cricket Wicket,1000144269,3,f638b50c-15e5-42b3-b8de-17387fc955e5,Summer - Astro - Cricket Wicket 2,10534,Karaka Sports Park & Karaka Hall,Franklin,Blackbridge Road,,Franklin,98.998046875,71.9998860959571
