Financial year,Industry,Industry Code,Quartile label,Financial benchmark,Value type,Value,Value Unit,Value Label,Null Reason
2024,Catering services,H4513,Micro,Quick ratio,Upper bound (75th percentile),3.51,percentage,% of total current liabilities,
2024,Catering services,H4513,Micro,Quick ratio,Median (50th percentile),0.89,percentage,% of total current liabilities,
2024,Catering services,H4513,Micro,Current ratio,Lower bound (25th percentile),0.16,percentage,% of total current liabilities,
2024,Catering services,H4513,Micro,Current ratio,Upper bound (75th percentile),3.95,percentage,% of total current liabilities,
2024,Catering services,H4513,Micro,Current ratio,Median (50th percentile),0.92,percentage,% of total current liabilities,
2024,Catering services,H4513,Micro,Return on equity,Lower bound (25th percentile),0,percentage,% of total proprietor or shareholder funds,
2024,Catering services,H4513,Micro,Return on equity,Upper bound (75th percentile),0.96,percentage,% of total proprietor or shareholder funds,
2024,Catering services,H4513,Micro,Return on equity,Median (50th percentile),0.12,percentage,% of total proprietor or shareholder funds,
2024,Catering services,H4513,Micro,Return on total assets,Lower bound (25th percentile),0,percentage,% of total assets,
2024,Catering services,H4513,Micro,Return on total assets,Upper bound (75th percentile),0.41,percentage,% of total assets,
2024,Catering services,H4513,Micro,Return on total assets,Median (50th percentile),0.01,percentage,% of total assets,
2024,Catering services,H4513,Micro,Salaries and wages / turnover ratio,Lower bound (25th percentile),0,percentage,% of turnover income,
2024,Catering services,H4513,Micro,Salaries and wages / turnover ratio,Upper bound (75th percentile),0.01,percentage,% of turnover income,
2024,Catering services,H4513,Micro,Salaries and wages / turnover ratio,Median (50th percentile),0,percentage,% of turnover income,
2024,Catering services,H4513,Micro,Stock turnover per annum,Lower bound (25th percentile),11,number,Ratio,
2024,Catering services,H4513,Micro,Stock turnover per annum,Upper bound (75th percentile),58,number,Ratio,
2024,Catering services,H4513,Micro,Stock turnover per annum,Median (50th percentile),18,number,Ratio,
2024,Catering services,H4513,Small,Return on equity,Lower bound (25th percentile),0,percentage,% of total proprietor or shareholder funds,
2024,Catering services,H4513,Small,Return on equity,Upper bound (75th percentile),0.89,percentage,% of total proprietor or shareholder funds,
2024,Catering services,H4513,Small,Return on equity,Median (50th percentile),0.07,percentage,% of total proprietor or shareholder funds,
2024,Catering services,H4513,Small,Gross profit ratio,Lower bound (25th percentile),0.53,percentage,% of sales and/or services,
2024,Catering services,H4513,Small,Gross profit ratio,Upper bound (75th percentile),0.75,percentage,% of sales and/or services,
2024,Catering services,H4513,Small,Gross profit ratio,Median (50th percentile),0.63,percentage,% of sales and/or services,
2024,Catering services,H4513,Small,Return on total assets,Lower bound (25th percentile),-0.01,percentage,% of total assets,
2024,Catering services,H4513,Small,Return on total assets,Upper bound (75th percentile),0.25,percentage,% of total assets,
2024,Catering services,H4513,Small,Return on total assets,Median (50th percentile),0,percentage,% of total assets,
2024,Catering services,H4513,Small,Liability structure,Lower bound (25th percentile),-0.09,percentage,% of total proprietor or shareholder funds plus total liabilities,
2024,Catering services,H4513,Small,Liability structure,Upper bound (75th percentile),0.63,percentage,% of total proprietor or shareholder funds plus total liabilities,
2024,Catering services,H4513,Small,Liability structure,Median (50th percentile),0.04,percentage,% of total proprietor or shareholder funds plus total liabilities,
2024,Catering services,H4513,Small,Salaries and wages / turnover ratio,Lower bound (25th percentile),0,percentage,% of turnover income,
2024,Catering services,H4513,Small,Salaries and wages / turnover ratio,Upper bound (75th percentile),0.16,percentage,% of turnover income,
2024,Catering services,H4513,Small,Salaries and wages / turnover ratio,Median (50th percentile),0,percentage,% of turnover income,
2024,Catering services,H4513,Small,Quick ratio,Lower bound (25th percentile),0.18,percentage,% of total current liabilities,
2024,Catering services,H4513,Small,Quick ratio,Upper bound (75th percentile),2.98,percentage,% of total current liabilities,
2024,Catering services,H4513,Small,Quick ratio,Median (50th percentile),0.74,percentage,% of total current liabilities,
2024,Catering services,H4513,Small,Current ratio,Lower bound (25th percentile),0.21,percentage,% of total current liabilities,
2024,Catering services,H4513,Small,Current ratio,Upper bound (75th percentile),3.28,percentage,% of total current liabilities,
2024,Catering services,H4513,Small,Current ratio,Median (50th percentile),0.83,percentage,% of total current liabilities,
2024,Catering services,H4513,Small,Stock turnover per annum,Lower bound (25th percentile),11,number,Ratio,
2024,Catering services,H4513,Small,Stock turnover per annum,Upper bound (75th percentile),57,number,Ratio,
2024,Catering services,H4513,Small,Stock turnover per annum,Median (50th percentile),28,number,Ratio,
2024,"Pubs, taverns and bars",H4520,Large,Current ratio,Lower bound (25th percentile),0.28,percentage,% of total current liabilities,
2024,"Pubs, taverns and bars",H4520,Large,Current ratio,Upper bound (75th percentile),1.6,percentage,% of total current liabilities,
2024,"Pubs, taverns and bars",H4520,Large,Current ratio,Median (50th percentile),0.73,percentage,% of total current liabilities,
2024,"Pubs, taverns and bars",H4520,Large,Stock turnover per annum,Lower bound (25th percentile),16,number,Ratio,
2024,"Pubs, taverns and bars",H4520,Large,Stock turnover per annum,Upper bound (75th percentile),35,number,Ratio,
2024,"Pubs, taverns and bars",H4520,Large,Stock turnover per annum,Median (50th percentile),24,number,Ratio,
2024,"Pubs, taverns and bars",H4520,Large,Return on equity,Lower bound (25th percentile),0,percentage,% of total proprietor or shareholder funds,
2024,"Pubs, taverns and bars",H4520,Large,Return on equity,Upper bound (75th percentile),1.03,percentage,% of total proprietor or shareholder funds,
2024,"Pubs, taverns and bars",H4520,Large,Return on equity,Median (50th percentile),0.36,percentage,% of total proprietor or shareholder funds,
2024,"Pubs, taverns and bars",H4520,Large,Gross profit ratio,Lower bound (25th percentile),0.6,percentage,% of sales and/or services,
2024,"Pubs, taverns and bars",H4520,Large,Gross profit ratio,Upper bound (75th percentile),0.7,percentage,% of sales and/or services,
2024,"Pubs, taverns and bars",H4520,Large,Gross profit ratio,Median (50th percentile),0.66,percentage,% of sales and/or services,
2024,"Pubs, taverns and bars",H4520,Large,Return on total assets,Lower bound (25th percentile),0,percentage,% of total assets,
2024,"Pubs, taverns and bars",H4520,Large,Return on total assets,Upper bound (75th percentile),0.24,percentage,% of total assets,
2024,"Pubs, taverns and bars",H4520,Large,Return on total assets,Median (50th percentile),0.09,percentage,% of total assets,
2024,"Pubs, taverns and bars",H4520,Large,Liability structure,Lower bound (25th percentile),0.01,percentage,% of total proprietor or shareholder funds plus total liabilities,
2024,"Pubs, taverns and bars",H4520,Large,Liability structure,Upper bound (75th percentile),0.5,percentage,% of total proprietor or shareholder funds plus total liabilities,
2024,"Pubs, taverns and bars",H4520,Large,Liability structure,Median (50th percentile),0.17,percentage,% of total proprietor or shareholder funds plus total liabilities,
2024,"Pubs, taverns and bars",H4520,Large,Salaries and wages / turnover ratio,Lower bound (25th percentile),0.22,percentage,% of turnover income,
2024,"Pubs, taverns and bars",H4520,Large,Salaries and wages / turnover ratio,Upper bound (75th percentile),0.37,percentage,% of turnover income,
2024,"Pubs, taverns and bars",H4520,Large,Salaries and wages / turnover ratio,Median (50th percentile),0.32,percentage,% of turnover income,
2024,"Pubs, taverns and bars",H4520,Large,Quick ratio,Lower bound (25th percentile),0.22,percentage,% of total current liabilities,
2024,"Pubs, taverns and bars",H4520,Large,Quick ratio,Upper bound (75th percentile),1.43,percentage,% of total current liabilities,
2024,"Pubs, taverns and bars",H4520,Large,Quick ratio,Median (50th percentile),0.63,percentage,% of total current liabilities,
2024,"Pubs, taverns and bars",H4520,Medium,Current ratio,Lower bound (25th percentile),0.28,percentage,% of total current liabilities,
2024,"Pubs, taverns and bars",H4520,Medium,Current ratio,Upper bound (75th percentile),1.58,percentage,% of total current liabilities,
2024,"Pubs, taverns and bars",H4520,Medium,Current ratio,Median (50th percentile),0.67,percentage,% of total current liabilities,
2024,"Pubs, taverns and bars",H4520,Medium,Gross profit ratio,Lower bound (25th percentile),0.57,percentage,% of sales and/or services,
2024,"Pubs, taverns and bars",H4520,Medium,Gross profit ratio,Upper bound (75th percentile),0.7,percentage,% of sales and/or services,
2024,"Pubs, taverns and bars",H4520,Medium,Gross profit ratio,Median (50th percentile),0.64,percentage,% of sales and/or services,
2024,"Pubs, taverns and bars",H4520,Medium,Liability structure,Lower bound (25th percentile),-0.05,percentage,% of total proprietor or shareholder funds plus total liabilities,
2024,"Pubs, taverns and bars",H4520,Medium,Liability structure,Upper bound (75th percentile),0.49,percentage,% of total proprietor or shareholder funds plus total liabilities,
2024,"Pubs, taverns and bars",H4520,Medium,Liability structure,Median (50th percentile),0.16,percentage,% of total proprietor or shareholder funds plus total liabilities,
2024,"Pubs, taverns and bars",H4520,Medium,Quick ratio,Lower bound (25th percentile),0.17,percentage,% of total current liabilities,
2024,"Pubs, taverns and bars",H4520,Medium,Quick ratio,Upper bound (75th percentile),1.34,percentage,% of total current liabilities,
2024,"Pubs, taverns and bars",H4520,Medium,Quick ratio,Median (50th percentile),0.53,percentage,% of total current liabilities,
2024,"Pubs, taverns and bars",H4520,Medium,Stock turnover per annum,Lower bound (25th percentile),13,number,Ratio,
2024,"Pubs, taverns and bars",H4520,Medium,Stock turnover per annum,Upper bound (75th percentile),30,number,Ratio,
2024,"Pubs, taverns and bars",H4520,Medium,Stock turnover per annum,Median (50th percentile),20,number,Ratio,
2024,"Pubs, taverns and bars",H4520,Medium,Return on equity,Lower bound (25th percentile),0,percentage,% of total proprietor or shareholder funds,
2024,"Pubs, taverns and bars",H4520,Medium,Return on equity,Upper bound (75th percentile),0.76,percentage,% of total proprietor or shareholder funds,
2024,"Pubs, taverns and bars",H4520,Medium,Return on equity,Median (50th percentile),0.2,percentage,% of total proprietor or shareholder funds,
2024,"Pubs, taverns and bars",H4520,Medium,Return on total assets,Lower bound (25th percentile),-0.03,percentage,% of total assets,
2024,"Pubs, taverns and bars",H4520,Medium,Return on total assets,Upper bound (75th percentile),0.16,percentage,% of total assets,
2024,"Pubs, taverns and bars",H4520,Medium,Return on total assets,Median (50th percentile),0.04,percentage,% of total assets,
2024,"Pubs, taverns and bars",H4520,Medium,Salaries and wages / turnover ratio,Lower bound (25th percentile),0.2,percentage,% of turnover income,
2024,"Pubs, taverns and bars",H4520,Medium,Salaries and wages / turnover ratio,Upper bound (75th percentile),0.35,percentage,% of turnover income,
2024,"Pubs, taverns and bars",H4520,Medium,Salaries and wages / turnover ratio,Median (50th percentile),0.27,percentage,% of turnover income,
2024,"Pubs, taverns and bars",H4520,Micro,Gross profit ratio,Lower bound (25th percentile),0.48,percentage,% of sales and/or services,
2024,"Pubs, taverns and bars",H4520,Micro,Gross profit ratio,Upper bound (75th percentile),0.76,percentage,% of sales and/or services,
2024,"Pubs, taverns and bars",H4520,Micro,Gross profit ratio,Median (50th percentile),0.62,percentage,% of sales and/or services,
2024,"Pubs, taverns and bars",H4520,Micro,Liability structure,Lower bound (25th percentile),-0.35,percentage,% of total proprietor or shareholder funds plus total liabilities,
