Year,Predominant field of study,Predominant field of study Code,Qualification,Qualification Code,Student origin,Ethnic group,Value,Value Unit,Value Label,Null Reason
2024,Chemical sciences,S0105,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Total,25,number,Number of students enrolled,
2024,Chemical sciences,S0105,Bachelor degree,Bachelor Degree,Domestic,European,965,number,Number of students enrolled,
2024,Chemical sciences,S0105,Bachelor degree,Bachelor Degree,Domestic,Māori,135,number,Number of students enrolled,
2024,Chemical sciences,S0105,Bachelor degree,Bachelor Degree,Domestic,Pacific Peoples,110,number,Number of students enrolled,
2024,Chemical sciences,S0105,Bachelor degree,Bachelor Degree,Domestic,Asian,355,number,Number of students enrolled,
2024,Chemical sciences,S0105,Bachelor degree,Bachelor Degree,Domestic,Other,110,number,Number of students enrolled,
2024,Chemical sciences,S0105,Bachelor degree,Bachelor Degree,Domestic,Total,1420,number,Number of students enrolled,
2024,Chemical sciences,S0105,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,European,5,number,Number of students enrolled,
2024,Chemical sciences,S0105,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Māori,0,number,Number of students enrolled,
2024,Chemical sciences,S0105,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Pacific Peoples,5,number,Number of students enrolled,
2024,Chemical sciences,S0105,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Asian,5,number,Number of students enrolled,
2024,Chemical sciences,S0105,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Other,0,number,Number of students enrolled,
2024,Chemical sciences,S0105,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Total,5,number,Number of students enrolled,
2024,Chemical sciences,S0105,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,European,240,number,Number of students enrolled,
2024,Chemical sciences,S0105,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,Māori,20,number,Number of students enrolled,
2024,Chemical sciences,S0105,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,Pacific Peoples,15,number,Number of students enrolled,
2024,Chemical sciences,S0105,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,Asian,105,number,Number of students enrolled,
2024,Chemical sciences,S0105,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,Other,20,number,Number of students enrolled,
2024,Chemical sciences,S0105,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,Total,365,number,Number of students enrolled,
2024,Chemical sciences,S0105,Masters degree,Masters Degree,Domestic,European,50,number,Number of students enrolled,
2024,Chemical sciences,S0105,Masters degree,Masters Degree,Domestic,Māori,5,number,Number of students enrolled,
2024,Chemical sciences,S0105,Masters degree,Masters Degree,Domestic,Pacific Peoples,5,number,Number of students enrolled,
2024,Chemical sciences,S0105,Masters degree,Masters Degree,Domestic,Asian,25,number,Number of students enrolled,
2024,Chemical sciences,S0105,Masters degree,Masters Degree,Domestic,Other,5,number,Number of students enrolled,
2024,Chemical sciences,S0105,Masters degree,Masters Degree,Domestic,Total,70,number,Number of students enrolled,
2024,Chemical sciences,S0105,Doctorate degree,Doctorate Degree,Domestic,European,95,number,Number of students enrolled,
2024,Chemical sciences,S0105,Doctorate degree,Doctorate Degree,Domestic,Māori,10,number,Number of students enrolled,
2024,Chemical sciences,S0105,Doctorate degree,Doctorate Degree,Domestic,Pacific Peoples,0,number,Number of students enrolled,
2024,Chemical sciences,S0105,Doctorate degree,Doctorate Degree,Domestic,Asian,50,number,Number of students enrolled,
2024,Chemical sciences,S0105,Doctorate degree,Doctorate Degree,Domestic,Other,10,number,Number of students enrolled,
2024,Chemical sciences,S0105,Doctorate degree,Doctorate Degree,Domestic,Total,145,number,Number of students enrolled,
2024,Chemical sciences,S0105,Total people,Total,Domestic,European,1400,number,Number of students enrolled,
2024,Chemical sciences,S0105,Total people,Total,Domestic,Māori,195,number,Number of students enrolled,
2024,Chemical sciences,S0105,Total people,Total,Domestic,Pacific Peoples,165,number,Number of students enrolled,
2024,Chemical sciences,S0105,Total people,Total,Domestic,Asian,575,number,Number of students enrolled,
2024,Chemical sciences,S0105,Total people,Total,Domestic,Other,165,number,Number of students enrolled,
2024,Chemical sciences,S0105,Total people,Total,Domestic,Total,2150,number,Number of students enrolled,
2024,Earth sciences,S0107,Level 1 certificate,Level 1 Certificate,Domestic,European,0,number,Number of students enrolled,
2024,Earth sciences,S0107,Level 1 certificate,Level 1 Certificate,Domestic,Māori,0,number,Number of students enrolled,
2024,Earth sciences,S0107,Level 1 certificate,Level 1 Certificate,Domestic,Pacific Peoples,0,number,Number of students enrolled,
2024,Earth sciences,S0107,Level 1 certificate,Level 1 Certificate,Domestic,Asian,0,number,Number of students enrolled,
2024,Earth sciences,S0107,Level 1 certificate,Level 1 Certificate,Domestic,Other,0,number,Number of students enrolled,
2024,Earth sciences,S0107,Level 1 certificate,Level 1 Certificate,Domestic,Total,0,number,Number of students enrolled,
2024,Earth sciences,S0107,Level 2 certificate,Level 2 Certificate,Domestic,European,0,number,Number of students enrolled,
2024,Earth sciences,S0107,Level 2 certificate,Level 2 Certificate,Domestic,Māori,0,number,Number of students enrolled,
2024,Earth sciences,S0107,Level 2 certificate,Level 2 Certificate,Domestic,Pacific Peoples,0,number,Number of students enrolled,
2024,Earth sciences,S0107,Level 2 certificate,Level 2 Certificate,Domestic,Asian,0,number,Number of students enrolled,
2024,Earth sciences,S0107,Level 2 certificate,Level 2 Certificate,Domestic,Other,0,number,Number of students enrolled,
2024,Earth sciences,S0107,Level 2 certificate,Level 2 Certificate,Domestic,Total,0,number,Number of students enrolled,
2024,Earth sciences,S0107,Level 3 certificate,Level 3 Certificate,Domestic,European,5,number,Number of students enrolled,
2024,Earth sciences,S0107,Level 3 certificate,Level 3 Certificate,Domestic,Māori,0,number,Number of students enrolled,
2024,Earth sciences,S0107,Level 3 certificate,Level 3 Certificate,Domestic,Pacific Peoples,0,number,Number of students enrolled,
2024,Earth sciences,S0107,Level 3 certificate,Level 3 Certificate,Domestic,Asian,5,number,Number of students enrolled,
2024,Earth sciences,S0107,Level 3 certificate,Level 3 Certificate,Domestic,Other,0,number,Number of students enrolled,
2024,Earth sciences,S0107,Level 3 certificate,Level 3 Certificate,Domestic,Total,5,number,Number of students enrolled,
2024,Earth sciences,S0107,Level 4 certificate,Level 4 Certificate,Domestic,European,25,number,Number of students enrolled,
2024,Earth sciences,S0107,Level 4 certificate,Level 4 Certificate,Domestic,Māori,10,number,Number of students enrolled,
2024,Earth sciences,S0107,Level 4 certificate,Level 4 Certificate,Domestic,Pacific Peoples,10,number,Number of students enrolled,
2024,Earth sciences,S0107,Level 4 certificate,Level 4 Certificate,Domestic,Asian,35,number,Number of students enrolled,
2024,Earth sciences,S0107,Level 4 certificate,Level 4 Certificate,Domestic,Other,5,number,Number of students enrolled,
2024,Earth sciences,S0107,Level 4 certificate,Level 4 Certificate,Domestic,Total,70,number,Number of students enrolled,
2024,Earth sciences,S0107,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,European,60,number,Number of students enrolled,
2024,Earth sciences,S0107,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Māori,5,number,Number of students enrolled,
2024,Earth sciences,S0107,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Pacific Peoples,5,number,Number of students enrolled,
2024,Earth sciences,S0107,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Asian,5,number,Number of students enrolled,
2024,Earth sciences,S0107,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Other,5,number,Number of students enrolled,
2024,Earth sciences,S0107,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Total,70,number,Number of students enrolled,
2024,Earth sciences,S0107,Bachelor degree,Bachelor Degree,Domestic,European,1445,number,Number of students enrolled,
2024,Earth sciences,S0107,Bachelor degree,Bachelor Degree,Domestic,Māori,180,number,Number of students enrolled,
2024,Earth sciences,S0107,Bachelor degree,Bachelor Degree,Domestic,Pacific Peoples,65,number,Number of students enrolled,
2024,Earth sciences,S0107,Bachelor degree,Bachelor Degree,Domestic,Asian,140,number,Number of students enrolled,
2024,Earth sciences,S0107,Bachelor degree,Bachelor Degree,Domestic,Other,65,number,Number of students enrolled,
2024,Earth sciences,S0107,Bachelor degree,Bachelor Degree,Domestic,Total,1675,number,Number of students enrolled,
2024,Earth sciences,S0107,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,European,15,number,Number of students enrolled,
2024,Earth sciences,S0107,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Māori,5,number,Number of students enrolled,
2024,Earth sciences,S0107,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Pacific Peoples,5,number,Number of students enrolled,
2024,Earth sciences,S0107,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Asian,5,number,Number of students enrolled,
2024,Earth sciences,S0107,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Other,5,number,Number of students enrolled,
2024,Earth sciences,S0107,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Total,15,number,Number of students enrolled,
2024,Earth sciences,S0107,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,European,135,number,Number of students enrolled,
2024,Earth sciences,S0107,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,Māori,10,number,Number of students enrolled,
2024,Earth sciences,S0107,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,Pacific Peoples,5,number,Number of students enrolled,
2024,Earth sciences,S0107,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,Asian,10,number,Number of students enrolled,
2024,Earth sciences,S0107,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,Other,5,number,Number of students enrolled,
2024,Earth sciences,S0107,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,Total,150,number,Number of students enrolled,
2024,Earth sciences,S0107,Masters degree,Masters Degree,Domestic,European,185,number,Number of students enrolled,
2024,Earth sciences,S0107,Masters degree,Masters Degree,Domestic,Māori,20,number,Number of students enrolled,
2024,Earth sciences,S0107,Masters degree,Masters Degree,Domestic,Pacific Peoples,5,number,Number of students enrolled,
2024,Earth sciences,S0107,Masters degree,Masters Degree,Domestic,Asian,25,number,Number of students enrolled,
2024,Earth sciences,S0107,Masters degree,Masters Degree,Domestic,Other,10,number,Number of students enrolled,
2024,Earth sciences,S0107,Masters degree,Masters Degree,Domestic,Total,215,number,Number of students enrolled,
2024,Earth sciences,S0107,Doctorate degree,Doctorate Degree,Domestic,European,105,number,Number of students enrolled,
2024,Earth sciences,S0107,Doctorate degree,Doctorate Degree,Domestic,Māori,20,number,Number of students enrolled,
2024,Earth sciences,S0107,Doctorate degree,Doctorate Degree,Domestic,Pacific Peoples,5,number,Number of students enrolled,
2024,Earth sciences,S0107,Doctorate degree,Doctorate Degree,Domestic,Asian,10,number,Number of students enrolled,
2024,Earth sciences,S0107,Doctorate degree,Doctorate Degree,Domestic,Other,10,number,Number of students enrolled,
2024,Earth sciences,S0107,Doctorate degree,Doctorate Degree,Domestic,Total,125,number,Number of students enrolled,
2024,Earth sciences,S0107,Total people,Total,Domestic,European,1950,number,Number of students enrolled,
2024,Earth sciences,S0107,Total people,Total,Domestic,Māori,245,number,Number of students enrolled,
2024,Earth sciences,S0107,Total people,Total,Domestic,Pacific Peoples,85,number,Number of students enrolled,
2024,Earth sciences,S0107,Total people,Total,Domestic,Asian,230,number,Number of students enrolled,
2024,Earth sciences,S0107,Total people,Total,Domestic,Other,105,number,Number of students enrolled,
2024,Earth sciences,S0107,Total people,Total,Domestic,Total,2305,number,Number of students enrolled,
2024,Biological sciences,S0109,Level 1 certificate,Level 1 Certificate,Domestic,European,0,number,Number of students enrolled,
2024,Biological sciences,S0109,Level 1 certificate,Level 1 Certificate,Domestic,Māori,0,number,Number of students enrolled,
2024,Biological sciences,S0109,Level 1 certificate,Level 1 Certificate,Domestic,Pacific Peoples,0,number,Number of students enrolled,
2024,Biological sciences,S0109,Level 1 certificate,Level 1 Certificate,Domestic,Asian,0,number,Number of students enrolled,
2024,Biological sciences,S0109,Level 1 certificate,Level 1 Certificate,Domestic,Other,0,number,Number of students enrolled,
2024,Biological sciences,S0109,Level 1 certificate,Level 1 Certificate,Domestic,Total,0,number,Number of students enrolled,
