Year,Predominant field of study,Predominant field of study Code,Qualification,Qualification Code,Student origin,Value,Value Unit,Value Label,Null Reason
2017,Personal services,S1103,Level 1 certificate,Level 1 Certificate,Domestic,50,number,Number of students enrolled,
2018,Personal services,S1103,Level 1 certificate,Level 1 Certificate,Domestic,5,number,Number of students enrolled,
2019,Personal services,S1103,Level 1 certificate,Level 1 Certificate,Domestic,30,number,Number of students enrolled,
2020,Personal services,S1103,Level 1 certificate,Level 1 Certificate,Domestic,30,number,Number of students enrolled,
2021,Personal services,S1103,Level 1 certificate,Level 1 Certificate,Domestic,30,number,Number of students enrolled,
2022,Personal services,S1103,Level 1 certificate,Level 1 Certificate,Domestic,0,number,Number of students enrolled,
2023,Personal services,S1103,Level 1 certificate,Level 1 Certificate,Domestic,40,number,Number of students enrolled,
2024,Personal services,S1103,Level 1 certificate,Level 1 Certificate,Domestic,25,number,Number of students enrolled,
2015,Personal services,S1103,Level 1 certificate,Level 1 Certificate,International,0,number,Number of students enrolled,
2016,Personal services,S1103,Level 1 certificate,Level 1 Certificate,International,0,number,Number of students enrolled,
2017,Personal services,S1103,Level 1 certificate,Level 1 Certificate,International,0,number,Number of students enrolled,
2018,Personal services,S1103,Level 1 certificate,Level 1 Certificate,International,0,number,Number of students enrolled,
2019,Personal services,S1103,Level 1 certificate,Level 1 Certificate,International,0,number,Number of students enrolled,
2020,Personal services,S1103,Level 1 certificate,Level 1 Certificate,International,0,number,Number of students enrolled,
2021,Personal services,S1103,Level 1 certificate,Level 1 Certificate,International,0,number,Number of students enrolled,
2022,Personal services,S1103,Level 1 certificate,Level 1 Certificate,International,0,number,Number of students enrolled,
2023,Personal services,S1103,Level 1 certificate,Level 1 Certificate,International,0,number,Number of students enrolled,
2024,Personal services,S1103,Level 1 certificate,Level 1 Certificate,International,0,number,Number of students enrolled,
2015,Personal services,S1103,Level 1 certificate,Level 1 Certificate,Total,70,number,Number of students enrolled,
2016,Personal services,S1103,Level 1 certificate,Level 1 Certificate,Total,35,number,Number of students enrolled,
2017,Personal services,S1103,Level 1 certificate,Level 1 Certificate,Total,50,number,Number of students enrolled,
2018,Personal services,S1103,Level 1 certificate,Level 1 Certificate,Total,5,number,Number of students enrolled,
2019,Personal services,S1103,Level 1 certificate,Level 1 Certificate,Total,30,number,Number of students enrolled,
2020,Personal services,S1103,Level 1 certificate,Level 1 Certificate,Total,30,number,Number of students enrolled,
2021,Personal services,S1103,Level 1 certificate,Level 1 Certificate,Total,30,number,Number of students enrolled,
2022,Personal services,S1103,Level 1 certificate,Level 1 Certificate,Total,0,number,Number of students enrolled,
2023,Personal services,S1103,Level 1 certificate,Level 1 Certificate,Total,40,number,Number of students enrolled,
2024,Personal services,S1103,Level 1 certificate,Level 1 Certificate,Total,25,number,Number of students enrolled,
2015,Personal services,S1103,Level 2 certificate,Level 2 Certificate,Domestic,770,number,Number of students enrolled,
2016,Personal services,S1103,Level 2 certificate,Level 2 Certificate,Domestic,705,number,Number of students enrolled,
2017,Personal services,S1103,Level 2 certificate,Level 2 Certificate,Domestic,705,number,Number of students enrolled,
2018,Personal services,S1103,Level 2 certificate,Level 2 Certificate,Domestic,675,number,Number of students enrolled,
2019,Personal services,S1103,Level 2 certificate,Level 2 Certificate,Domestic,645,number,Number of students enrolled,
2020,Personal services,S1103,Level 2 certificate,Level 2 Certificate,Domestic,635,number,Number of students enrolled,
2021,Personal services,S1103,Level 2 certificate,Level 2 Certificate,Domestic,620,number,Number of students enrolled,
2022,Personal services,S1103,Level 2 certificate,Level 2 Certificate,Domestic,760,number,Number of students enrolled,
2023,Personal services,S1103,Level 2 certificate,Level 2 Certificate,Domestic,840,number,Number of students enrolled,
2024,Personal services,S1103,Level 2 certificate,Level 2 Certificate,Domestic,835,number,Number of students enrolled,
2015,Personal services,S1103,Level 2 certificate,Level 2 Certificate,International,5,number,Number of students enrolled,
2016,Personal services,S1103,Level 2 certificate,Level 2 Certificate,International,0,number,Number of students enrolled,
2017,Personal services,S1103,Level 2 certificate,Level 2 Certificate,International,5,number,Number of students enrolled,
2018,Personal services,S1103,Level 2 certificate,Level 2 Certificate,International,0,number,Number of students enrolled,
2019,Personal services,S1103,Level 2 certificate,Level 2 Certificate,International,5,number,Number of students enrolled,
2020,Personal services,S1103,Level 2 certificate,Level 2 Certificate,International,0,number,Number of students enrolled,
2021,Personal services,S1103,Level 2 certificate,Level 2 Certificate,International,0,number,Number of students enrolled,
2022,Personal services,S1103,Level 2 certificate,Level 2 Certificate,International,5,number,Number of students enrolled,
2023,Personal services,S1103,Level 2 certificate,Level 2 Certificate,International,0,number,Number of students enrolled,
2024,Personal services,S1103,Level 2 certificate,Level 2 Certificate,International,5,number,Number of students enrolled,
2015,Personal services,S1103,Level 2 certificate,Level 2 Certificate,Total,770,number,Number of students enrolled,
2016,Personal services,S1103,Level 2 certificate,Level 2 Certificate,Total,705,number,Number of students enrolled,
2017,Personal services,S1103,Level 2 certificate,Level 2 Certificate,Total,710,number,Number of students enrolled,
2018,Personal services,S1103,Level 2 certificate,Level 2 Certificate,Total,675,number,Number of students enrolled,
2019,Personal services,S1103,Level 2 certificate,Level 2 Certificate,Total,645,number,Number of students enrolled,
2020,Personal services,S1103,Level 2 certificate,Level 2 Certificate,Total,635,number,Number of students enrolled,
2021,Personal services,S1103,Level 2 certificate,Level 2 Certificate,Total,620,number,Number of students enrolled,
2022,Personal services,S1103,Level 2 certificate,Level 2 Certificate,Total,760,number,Number of students enrolled,
2023,Personal services,S1103,Level 2 certificate,Level 2 Certificate,Total,840,number,Number of students enrolled,
2024,Personal services,S1103,Level 2 certificate,Level 2 Certificate,Total,840,number,Number of students enrolled,
2015,Personal services,S1103,Level 3 certificate,Level 3 Certificate,Domestic,2775,number,Number of students enrolled,
2016,Personal services,S1103,Level 3 certificate,Level 3 Certificate,Domestic,2730,number,Number of students enrolled,
2017,Personal services,S1103,Level 3 certificate,Level 3 Certificate,Domestic,2385,number,Number of students enrolled,
2018,Personal services,S1103,Level 3 certificate,Level 3 Certificate,Domestic,2500,number,Number of students enrolled,
2019,Personal services,S1103,Level 3 certificate,Level 3 Certificate,Domestic,2295,number,Number of students enrolled,
2020,Personal services,S1103,Level 3 certificate,Level 3 Certificate,Domestic,2175,number,Number of students enrolled,
2021,Personal services,S1103,Level 3 certificate,Level 3 Certificate,Domestic,1960,number,Number of students enrolled,
2022,Personal services,S1103,Level 3 certificate,Level 3 Certificate,Domestic,1355,number,Number of students enrolled,
2023,Personal services,S1103,Level 3 certificate,Level 3 Certificate,Domestic,1225,number,Number of students enrolled,
2024,Personal services,S1103,Level 3 certificate,Level 3 Certificate,Domestic,1375,number,Number of students enrolled,
2015,Personal services,S1103,Level 3 certificate,Level 3 Certificate,International,65,number,Number of students enrolled,
2016,Personal services,S1103,Level 3 certificate,Level 3 Certificate,International,135,number,Number of students enrolled,
2017,Personal services,S1103,Level 3 certificate,Level 3 Certificate,International,85,number,Number of students enrolled,
2018,Personal services,S1103,Level 3 certificate,Level 3 Certificate,International,20,number,Number of students enrolled,
2019,Personal services,S1103,Level 3 certificate,Level 3 Certificate,International,20,number,Number of students enrolled,
2020,Personal services,S1103,Level 3 certificate,Level 3 Certificate,International,10,number,Number of students enrolled,
2021,Personal services,S1103,Level 3 certificate,Level 3 Certificate,International,10,number,Number of students enrolled,
2022,Personal services,S1103,Level 3 certificate,Level 3 Certificate,International,5,number,Number of students enrolled,
2023,Personal services,S1103,Level 3 certificate,Level 3 Certificate,International,5,number,Number of students enrolled,
2024,Personal services,S1103,Level 3 certificate,Level 3 Certificate,International,5,number,Number of students enrolled,
2015,Personal services,S1103,Level 3 certificate,Level 3 Certificate,Total,2840,number,Number of students enrolled,
2016,Personal services,S1103,Level 3 certificate,Level 3 Certificate,Total,2865,number,Number of students enrolled,
2017,Personal services,S1103,Level 3 certificate,Level 3 Certificate,Total,2470,number,Number of students enrolled,
2018,Personal services,S1103,Level 3 certificate,Level 3 Certificate,Total,2515,number,Number of students enrolled,
2019,Personal services,S1103,Level 3 certificate,Level 3 Certificate,Total,2315,number,Number of students enrolled,
2020,Personal services,S1103,Level 3 certificate,Level 3 Certificate,Total,2185,number,Number of students enrolled,
2021,Personal services,S1103,Level 3 certificate,Level 3 Certificate,Total,1970,number,Number of students enrolled,
2022,Personal services,S1103,Level 3 certificate,Level 3 Certificate,Total,1360,number,Number of students enrolled,
2023,Personal services,S1103,Level 3 certificate,Level 3 Certificate,Total,1230,number,Number of students enrolled,
2024,Personal services,S1103,Level 3 certificate,Level 3 Certificate,Total,1380,number,Number of students enrolled,
2015,Personal services,S1103,Level 4 certificate,Level 4 Certificate,Domestic,1385,number,Number of students enrolled,
2016,Personal services,S1103,Level 4 certificate,Level 4 Certificate,Domestic,1505,number,Number of students enrolled,
2017,Personal services,S1103,Level 4 certificate,Level 4 Certificate,Domestic,1470,number,Number of students enrolled,
2018,Personal services,S1103,Level 4 certificate,Level 4 Certificate,Domestic,1525,number,Number of students enrolled,
2019,Personal services,S1103,Level 4 certificate,Level 4 Certificate,Domestic,1945,number,Number of students enrolled,
2020,Personal services,S1103,Level 4 certificate,Level 4 Certificate,Domestic,2120,number,Number of students enrolled,
2021,Personal services,S1103,Level 4 certificate,Level 4 Certificate,Domestic,2470,number,Number of students enrolled,
2022,Personal services,S1103,Level 4 certificate,Level 4 Certificate,Domestic,2110,number,Number of students enrolled,
2023,Personal services,S1103,Level 4 certificate,Level 4 Certificate,Domestic,2620,number,Number of students enrolled,
2024,Personal services,S1103,Level 4 certificate,Level 4 Certificate,Domestic,2660,number,Number of students enrolled,
2015,Personal services,S1103,Level 4 certificate,Level 4 Certificate,International,95,number,Number of students enrolled,
2016,Personal services,S1103,Level 4 certificate,Level 4 Certificate,International,135,number,Number of students enrolled,
2017,Personal services,S1103,Level 4 certificate,Level 4 Certificate,International,120,number,Number of students enrolled,
2018,Personal services,S1103,Level 4 certificate,Level 4 Certificate,International,70,number,Number of students enrolled,
2019,Personal services,S1103,Level 4 certificate,Level 4 Certificate,International,30,number,Number of students enrolled,
2020,Personal services,S1103,Level 4 certificate,Level 4 Certificate,International,30,number,Number of students enrolled,
2021,Personal services,S1103,Level 4 certificate,Level 4 Certificate,International,35,number,Number of students enrolled,
2022,Personal services,S1103,Level 4 certificate,Level 4 Certificate,International,25,number,Number of students enrolled,
2023,Personal services,S1103,Level 4 certificate,Level 4 Certificate,International,15,number,Number of students enrolled,
2024,Personal services,S1103,Level 4 certificate,Level 4 Certificate,International,10,number,Number of students enrolled,
2015,Personal services,S1103,Level 4 certificate,Level 4 Certificate,Total,1480,number,Number of students enrolled,
2016,Personal services,S1103,Level 4 certificate,Level 4 Certificate,Total,1640,number,Number of students enrolled,
2017,Personal services,S1103,Level 4 certificate,Level 4 Certificate,Total,1585,number,Number of students enrolled,
2018,Personal services,S1103,Level 4 certificate,Level 4 Certificate,Total,1595,number,Number of students enrolled,
2019,Personal services,S1103,Level 4 certificate,Level 4 Certificate,Total,1975,number,Number of students enrolled,
2020,Personal services,S1103,Level 4 certificate,Level 4 Certificate,Total,2150,number,Number of students enrolled,
2021,Personal services,S1103,Level 4 certificate,Level 4 Certificate,Total,2505,number,Number of students enrolled,
2022,Personal services,S1103,Level 4 certificate,Level 4 Certificate,Total,2135,number,Number of students enrolled,
2023,Personal services,S1103,Level 4 certificate,Level 4 Certificate,Total,2635,number,Number of students enrolled,
2024,Personal services,S1103,Level 4 certificate,Level 4 Certificate,Total,2670,number,Number of students enrolled,
2015,Personal services,S1103,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,1000,number,Number of students enrolled,
2016,Personal services,S1103,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,920,number,Number of students enrolled,
2017,Personal services,S1103,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,825,number,Number of students enrolled,
2018,Personal services,S1103,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,650,number,Number of students enrolled,
2019,Personal services,S1103,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,490,number,Number of students enrolled,
2020,Personal services,S1103,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,470,number,Number of students enrolled,
2021,Personal services,S1103,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,625,number,Number of students enrolled,
2022,Personal services,S1103,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,665,number,Number of students enrolled,
2023,Personal services,S1103,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,580,number,Number of students enrolled,
2024,Personal services,S1103,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,650,number,Number of students enrolled,
2015,Personal services,S1103,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,International,20,number,Number of students enrolled,
2016,Personal services,S1103,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,International,25,number,Number of students enrolled,
2017,Personal services,S1103,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,International,30,number,Number of students enrolled,
2018,Personal services,S1103,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,International,20,number,Number of students enrolled,
2019,Personal services,S1103,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,International,15,number,Number of students enrolled,
2020,Personal services,S1103,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,International,5,number,Number of students enrolled,
2021,Personal services,S1103,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,International,15,number,Number of students enrolled,
2022,Personal services,S1103,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,International,10,number,Number of students enrolled,
2023,Personal services,S1103,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,International,5,number,Number of students enrolled,
2024,Personal services,S1103,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,International,0,number,Number of students enrolled,
2015,Personal services,S1103,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Total,1015,number,Number of students enrolled,
2016,Personal services,S1103,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Total,945,number,Number of students enrolled,
2017,Personal services,S1103,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Total,855,number,Number of students enrolled,
2018,Personal services,S1103,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Total,670,number,Number of students enrolled,
2019,Personal services,S1103,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Total,505,number,Number of students enrolled,
2020,Personal services,S1103,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Total,480,number,Number of students enrolled,
2021,Personal services,S1103,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Total,640,number,Number of students enrolled,
2022,Personal services,S1103,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Total,675,number,Number of students enrolled,
2023,Personal services,S1103,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Total,580,number,Number of students enrolled,
2024,Personal services,S1103,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Total,650,number,Number of students enrolled,
2015,Personal services,S1103,Bachelor degree,Bachelor Degree,Domestic,0,number,Number of students enrolled,
2016,Personal services,S1103,Bachelor degree,Bachelor Degree,Domestic,0,number,Number of students enrolled,
2017,Personal services,S1103,Bachelor degree,Bachelor Degree,Domestic,0,number,Number of students enrolled,
2018,Personal services,S1103,Bachelor degree,Bachelor Degree,Domestic,5,number,Number of students enrolled,
2019,Personal services,S1103,Bachelor degree,Bachelor Degree,Domestic,5,number,Number of students enrolled,
2020,Personal services,S1103,Bachelor degree,Bachelor Degree,Domestic,5,number,Number of students enrolled,
2021,Personal services,S1103,Bachelor degree,Bachelor Degree,Domestic,0,number,Number of students enrolled,
2022,Personal services,S1103,Bachelor degree,Bachelor Degree,Domestic,0,number,Number of students enrolled,
2023,Personal services,S1103,Bachelor degree,Bachelor Degree,Domestic,0,number,Number of students enrolled,
2024,Personal services,S1103,Bachelor degree,Bachelor Degree,Domestic,0,number,Number of students enrolled,
2015,Personal services,S1103,Bachelor degree,Bachelor Degree,International,0,number,Number of students enrolled,
2016,Personal services,S1103,Bachelor degree,Bachelor Degree,International,0,number,Number of students enrolled,
2017,Personal services,S1103,Bachelor degree,Bachelor Degree,International,0,number,Number of students enrolled,
2018,Personal services,S1103,Bachelor degree,Bachelor Degree,International,0,number,Number of students enrolled,
2019,Personal services,S1103,Bachelor degree,Bachelor Degree,International,0,number,Number of students enrolled,
2020,Personal services,S1103,Bachelor degree,Bachelor Degree,International,0,number,Number of students enrolled,
2021,Personal services,S1103,Bachelor degree,Bachelor Degree,International,0,number,Number of students enrolled,
2022,Personal services,S1103,Bachelor degree,Bachelor Degree,International,0,number,Number of students enrolled,
2023,Personal services,S1103,Bachelor degree,Bachelor Degree,International,0,number,Number of students enrolled,
2024,Personal services,S1103,Bachelor degree,Bachelor Degree,International,0,number,Number of students enrolled,
2015,Personal services,S1103,Bachelor degree,Bachelor Degree,Total,0,number,Number of students enrolled,
2016,Personal services,S1103,Bachelor degree,Bachelor Degree,Total,0,number,Number of students enrolled,
2017,Personal services,S1103,Bachelor degree,Bachelor Degree,Total,0,number,Number of students enrolled,
2018,Personal services,S1103,Bachelor degree,Bachelor Degree,Total,5,number,Number of students enrolled,
2019,Personal services,S1103,Bachelor degree,Bachelor Degree,Total,5,number,Number of students enrolled,
2020,Personal services,S1103,Bachelor degree,Bachelor Degree,Total,5,number,Number of students enrolled,
2021,Personal services,S1103,Bachelor degree,Bachelor Degree,Total,0,number,Number of students enrolled,
2022,Personal services,S1103,Bachelor degree,Bachelor Degree,Total,0,number,Number of students enrolled,
2023,Personal services,S1103,Bachelor degree,Bachelor Degree,Total,0,number,Number of students enrolled,
2024,Personal services,S1103,Bachelor degree,Bachelor Degree,Total,0,number,Number of students enrolled,
2015,Personal services,S1103,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,0,number,Number of students enrolled,
2016,Personal services,S1103,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,0,number,Number of students enrolled,
2017,Personal services,S1103,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,0,number,Number of students enrolled,
2018,Personal services,S1103,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,0,number,Number of students enrolled,
2019,Personal services,S1103,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,0,number,Number of students enrolled,
2020,Personal services,S1103,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,0,number,Number of students enrolled,
2023,General education programmes,S1201,Bachelor degree,Bachelor Degree,Total,170,number,Number of students enrolled,
2021,Personal services,S1103,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,0,number,Number of students enrolled,
2022,Personal services,S1103,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,0,number,Number of students enrolled,
2023,Personal services,S1103,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,0,number,Number of students enrolled,
2024,Personal services,S1103,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,0,number,Number of students enrolled,
2015,Personal services,S1103,Graduate diploma/certificate,Graduate Diploma/Certificate,International,0,number,Number of students enrolled,
2016,Personal services,S1103,Graduate diploma/certificate,Graduate Diploma/Certificate,International,0,number,Number of students enrolled,
2017,Personal services,S1103,Graduate diploma/certificate,Graduate Diploma/Certificate,International,0,number,Number of students enrolled,
2018,Personal services,S1103,Graduate diploma/certificate,Graduate Diploma/Certificate,International,0,number,Number of students enrolled,
2019,Personal services,S1103,Graduate diploma/certificate,Graduate Diploma/Certificate,International,0,number,Number of students enrolled,
2020,Personal services,S1103,Graduate diploma/certificate,Graduate Diploma/Certificate,International,0,number,Number of students enrolled,
2021,Personal services,S1103,Graduate diploma/certificate,Graduate Diploma/Certificate,International,0,number,Number of students enrolled,
2022,Personal services,S1103,Graduate diploma/certificate,Graduate Diploma/Certificate,International,0,number,Number of students enrolled,
2023,Personal services,S1103,Graduate diploma/certificate,Graduate Diploma/Certificate,International,0,number,Number of students enrolled,
2024,Personal services,S1103,Graduate diploma/certificate,Graduate Diploma/Certificate,International,0,number,Number of students enrolled,
2015,Personal services,S1103,Graduate diploma/certificate,Graduate Diploma/Certificate,Total,0,number,Number of students enrolled,
2016,Personal services,S1103,Graduate diploma/certificate,Graduate Diploma/Certificate,Total,0,number,Number of students enrolled,
2017,Personal services,S1103,Graduate diploma/certificate,Graduate Diploma/Certificate,Total,0,number,Number of students enrolled,
2018,Personal services,S1103,Graduate diploma/certificate,Graduate Diploma/Certificate,Total,0,number,Number of students enrolled,
2019,Personal services,S1103,Graduate diploma/certificate,Graduate Diploma/Certificate,Total,0,number,Number of students enrolled,
2020,Personal services,S1103,Graduate diploma/certificate,Graduate Diploma/Certificate,Total,0,number,Number of students enrolled,
2021,Personal services,S1103,Graduate diploma/certificate,Graduate Diploma/Certificate,Total,0,number,Number of students enrolled,
2022,Personal services,S1103,Graduate diploma/certificate,Graduate Diploma/Certificate,Total,0,number,Number of students enrolled,
2023,Personal services,S1103,Graduate diploma/certificate,Graduate Diploma/Certificate,Total,0,number,Number of students enrolled,
2024,Personal services,S1103,Graduate diploma/certificate,Graduate Diploma/Certificate,Total,0,number,Number of students enrolled,
2015,Personal services,S1103,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,0,number,Number of students enrolled,
2016,Personal services,S1103,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,0,number,Number of students enrolled,
2017,Personal services,S1103,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,0,number,Number of students enrolled,
2018,Personal services,S1103,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,0,number,Number of students enrolled,
2019,Personal services,S1103,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,0,number,Number of students enrolled,
2020,Personal services,S1103,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,0,number,Number of students enrolled,
2021,Personal services,S1103,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,0,number,Number of students enrolled,
2022,Personal services,S1103,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,0,number,Number of students enrolled,
2023,Personal services,S1103,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,0,number,Number of students enrolled,
2024,Personal services,S1103,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,0,number,Number of students enrolled,
2015,Personal services,S1103,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,International,0,number,Number of students enrolled,
2016,Personal services,S1103,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,International,0,number,Number of students enrolled,
2017,Personal services,S1103,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,International,0,number,Number of students enrolled,
2018,Personal services,S1103,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,International,0,number,Number of students enrolled,
2019,Personal services,S1103,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,International,0,number,Number of students enrolled,
2020,Personal services,S1103,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,International,0,number,Number of students enrolled,
2021,Personal services,S1103,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,International,0,number,Number of students enrolled,
2022,Personal services,S1103,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,International,0,number,Number of students enrolled,
2023,Personal services,S1103,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,International,0,number,Number of students enrolled,
2024,Personal services,S1103,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,International,0,number,Number of students enrolled,
2015,Personal services,S1103,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Total,0,number,Number of students enrolled,
2016,Personal services,S1103,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Total,0,number,Number of students enrolled,
2017,Personal services,S1103,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Total,0,number,Number of students enrolled,
2018,Personal services,S1103,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Total,0,number,Number of students enrolled,
2019,Personal services,S1103,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Total,0,number,Number of students enrolled,
2020,Personal services,S1103,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Total,0,number,Number of students enrolled,
2021,Personal services,S1103,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Total,0,number,Number of students enrolled,
2022,Personal services,S1103,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Total,0,number,Number of students enrolled,
2023,Personal services,S1103,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Total,0,number,Number of students enrolled,
2024,Personal services,S1103,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Total,0,number,Number of students enrolled,
2015,Personal services,S1103,Masters degree,Masters Degree,Domestic,0,number,Number of students enrolled,
2016,Personal services,S1103,Masters degree,Masters Degree,Domestic,0,number,Number of students enrolled,
2017,Personal services,S1103,Masters degree,Masters Degree,Domestic,0,number,Number of students enrolled,
2018,Personal services,S1103,Masters degree,Masters Degree,Domestic,0,number,Number of students enrolled,
2019,Personal services,S1103,Masters degree,Masters Degree,Domestic,0,number,Number of students enrolled,
2020,Personal services,S1103,Masters degree,Masters Degree,Domestic,0,number,Number of students enrolled,
2021,Personal services,S1103,Masters degree,Masters Degree,Domestic,0,number,Number of students enrolled,
2022,Personal services,S1103,Masters degree,Masters Degree,Domestic,0,number,Number of students enrolled,
2023,Personal services,S1103,Masters degree,Masters Degree,Domestic,0,number,Number of students enrolled,
2024,Personal services,S1103,Masters degree,Masters Degree,Domestic,0,number,Number of students enrolled,
2015,Personal services,S1103,Masters degree,Masters Degree,International,0,number,Number of students enrolled,
2016,Personal services,S1103,Masters degree,Masters Degree,International,0,number,Number of students enrolled,
2017,Personal services,S1103,Masters degree,Masters Degree,International,0,number,Number of students enrolled,
2018,Personal services,S1103,Masters degree,Masters Degree,International,0,number,Number of students enrolled,
2019,Personal services,S1103,Masters degree,Masters Degree,International,0,number,Number of students enrolled,
2020,Personal services,S1103,Masters degree,Masters Degree,International,0,number,Number of students enrolled,
2021,Personal services,S1103,Masters degree,Masters Degree,International,0,number,Number of students enrolled,
2022,Personal services,S1103,Masters degree,Masters Degree,International,0,number,Number of students enrolled,
2023,Personal services,S1103,Masters degree,Masters Degree,International,0,number,Number of students enrolled,
2024,Personal services,S1103,Masters degree,Masters Degree,International,0,number,Number of students enrolled,
2015,Personal services,S1103,Masters degree,Masters Degree,Total,0,number,Number of students enrolled,
2016,Personal services,S1103,Masters degree,Masters Degree,Total,0,number,Number of students enrolled,
2017,Personal services,S1103,Masters degree,Masters Degree,Total,0,number,Number of students enrolled,
2018,Personal services,S1103,Masters degree,Masters Degree,Total,0,number,Number of students enrolled,
2019,Personal services,S1103,Masters degree,Masters Degree,Total,0,number,Number of students enrolled,
2020,Personal services,S1103,Masters degree,Masters Degree,Total,0,number,Number of students enrolled,
