Year ended June,Measure,External cause of injury or poisoning,External cause of injury or poisoning Code,Sex,Age group,Value,Value Unit,Value Label,Null Reason
2023,Publicly funded hospital discharges by recorded external cause,V00-V99 Transport accidents,V00-V99,Female,total,6778,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,V00-V99 Transport accidents,V00-V99,Female,*-4,130,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,V00-V99 Transport accidents,V00-V99,Female,5-9,201,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,V00-V99 Transport accidents,V00-V99,Female,10-14,300,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,V00-V99 Transport accidents,V00-V99,Female,15-19,695,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,V00-V99 Transport accidents,V00-V99,Female,20-24,639,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,V00-V99 Transport accidents,V00-V99,Female,25-29,567,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,V00-V99 Transport accidents,V00-V99,Female,30-34,518,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,V00-V99 Transport accidents,V00-V99,Female,35-39,367,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,V00-V99 Transport accidents,V00-V99,Female,40-44,303,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,V00-V99 Transport accidents,V00-V99,Female,45-49,342,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,V00-V99 Transport accidents,V00-V99,Female,50-54,415,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,V00-V99 Transport accidents,V00-V99,Female,55-59,499,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,V00-V99 Transport accidents,V00-V99,Female,60-64,396,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,V00-V99 Transport accidents,V00-V99,Female,65-69,391,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,V00-V99 Transport accidents,V00-V99,Female,70-74,324,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,V00-V99 Transport accidents,V00-V99,Female,75-79,266,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,V00-V99 Transport accidents,V00-V99,Female,80-84,230,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,V00-V99 Transport accidents,V00-V99,Female,85-*,195,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,V00-V09 Pedestrian injured in transport accident,V00-V09,Total,total,1267,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,V00-V09 Pedestrian injured in transport accident,V00-V09,Total,*-4,40,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,V00-V09 Pedestrian injured in transport accident,V00-V09,Total,5-9,63,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,V00-V09 Pedestrian injured in transport accident,V00-V09,Total,10-14,77,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,V00-V09 Pedestrian injured in transport accident,V00-V09,Total,15-19,96,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,V00-V09 Pedestrian injured in transport accident,V00-V09,Total,20-24,95,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,V00-V09 Pedestrian injured in transport accident,V00-V09,Total,25-29,94,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,V00-V09 Pedestrian injured in transport accident,V00-V09,Total,30-34,85,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,V00-V09 Pedestrian injured in transport accident,V00-V09,Total,35-39,71,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,V00-V09 Pedestrian injured in transport accident,V00-V09,Total,40-44,58,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,V00-V09 Pedestrian injured in transport accident,V00-V09,Total,45-49,67,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,V00-V09 Pedestrian injured in transport accident,V00-V09,Total,50-54,67,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,V00-V09 Pedestrian injured in transport accident,V00-V09,Total,55-59,72,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,V00-V09 Pedestrian injured in transport accident,V00-V09,Total,60-64,68,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,V00-V09 Pedestrian injured in transport accident,V00-V09,Total,65-69,62,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,V00-V09 Pedestrian injured in transport accident,V00-V09,Total,70-74,73,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,V00-V09 Pedestrian injured in transport accident,V00-V09,Total,75-79,67,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,V00-V09 Pedestrian injured in transport accident,V00-V09,Total,80-84,55,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,V00-V09 Pedestrian injured in transport accident,V00-V09,Total,85-*,57,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,V00-V09 Pedestrian injured in transport accident,V00-V09,Male,total,764,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,V00-V09 Pedestrian injured in transport accident,V00-V09,Male,*-4,29,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,V00-V09 Pedestrian injured in transport accident,V00-V09,Male,5-9,45,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,V00-V09 Pedestrian injured in transport accident,V00-V09,Male,10-14,50,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,V00-V09 Pedestrian injured in transport accident,V00-V09,Male,15-19,60,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,V00-V09 Pedestrian injured in transport accident,V00-V09,Male,20-24,62,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,V00-V09 Pedestrian injured in transport accident,V00-V09,Male,25-29,58,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,V00-V09 Pedestrian injured in transport accident,V00-V09,Male,30-34,61,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,V00-V09 Pedestrian injured in transport accident,V00-V09,Male,35-39,48,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,V00-V09 Pedestrian injured in transport accident,V00-V09,Male,40-44,38,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,V00-V09 Pedestrian injured in transport accident,V00-V09,Male,45-49,37,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,V00-V09 Pedestrian injured in transport accident,V00-V09,Male,50-54,46,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,V00-V09 Pedestrian injured in transport accident,V00-V09,Male,55-59,44,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,V00-V09 Pedestrian injured in transport accident,V00-V09,Male,60-64,34,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,V00-V09 Pedestrian injured in transport accident,V00-V09,Male,65-69,29,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,V00-V09 Pedestrian injured in transport accident,V00-V09,Male,70-74,33,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,V00-V09 Pedestrian injured in transport accident,V00-V09,Male,75-79,31,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,V00-V09 Pedestrian injured in transport accident,V00-V09,Male,80-84,22,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,V00-V09 Pedestrian injured in transport accident,V00-V09,Male,85-*,37,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,V00-V09 Pedestrian injured in transport accident,V00-V09,Female,total,503,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,V00-V09 Pedestrian injured in transport accident,V00-V09,Female,*-4,11,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,V00-V09 Pedestrian injured in transport accident,V00-V09,Female,5-9,18,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,V00-V09 Pedestrian injured in transport accident,V00-V09,Female,10-14,27,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,V00-V09 Pedestrian injured in transport accident,V00-V09,Female,15-19,36,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,V00-V09 Pedestrian injured in transport accident,V00-V09,Female,20-24,33,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,V00-V09 Pedestrian injured in transport accident,V00-V09,Female,25-29,36,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,V00-V09 Pedestrian injured in transport accident,V00-V09,Female,30-34,24,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,V00-V09 Pedestrian injured in transport accident,V00-V09,Female,35-39,23,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,V00-V09 Pedestrian injured in transport accident,V00-V09,Female,40-44,20,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,V00-V09 Pedestrian injured in transport accident,V00-V09,Female,45-49,30,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,V00-V09 Pedestrian injured in transport accident,V00-V09,Female,50-54,21,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,V00-V09 Pedestrian injured in transport accident,V00-V09,Female,55-59,28,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,V00-V09 Pedestrian injured in transport accident,V00-V09,Female,60-64,34,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,V00-V09 Pedestrian injured in transport accident,V00-V09,Female,65-69,33,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,V00-V09 Pedestrian injured in transport accident,V00-V09,Female,70-74,40,number,Number of hospitalisations,
