Census Year,Subject population,Age group,Post-school qualification field of study,Post-school qualification field of study Code,Unit,Value,Value Unit,Value Label,Null Reason
2023,Census usually resident population,15-*,Computer applications and programming,S020103,Percentage of total stated,0.06689847767069,percentage,% of people aged 15+ where information available,
2013,Census usually resident population,15-*,Computational theory,S020105,Count,39,number,Number of people,
2013,Census usually resident population,15-*,Computational theory,S020105,Percentage of total stated,0.001320288879207,percentage,% of people aged 15+ where information available,
2018,Census usually resident population,15-*,Computational theory,S020105,Count,42,number,Number of people,
2018,Census usually resident population,15-*,Computational theory,S020105,Percentage of total stated,0.001197817917987,percentage,% of people aged 15+ where information available,
2023,Census usually resident population,15-*,Computational theory,S020105,Count,48,number,Number of people,
2023,Census usually resident population,15-*,Computational theory,S020105,Percentage of total stated,0.001244622840385,percentage,% of people aged 15+ where information available,
2013,Census usually resident population,15-*,Compiler construction,S020107,Count,12,number,Number of people,
2013,Census usually resident population,15-*,Compiler construction,S020107,Percentage of total stated,0.0004062427320636,percentage,% of people aged 15+ where information available,
2018,Census usually resident population,15-*,Compiler construction,S020107,Count,0,number,Number of people,
2018,Census usually resident population,15-*,Compiler construction,S020107,Percentage of total stated,0,percentage,% of people aged 15+ where information available,
2023,Census usually resident population,15-*,Compiler construction,S020107,Count,6,number,Number of people,
2023,Census usually resident population,15-*,Compiler construction,S020107,Percentage of total stated,0.0001555778550481,percentage,% of people aged 15+ where information available,
2013,Census usually resident population,15-*,Algorithms,S020109,Count,0,number,Number of people,
2013,Census usually resident population,15-*,Algorithms,S020109,Percentage of total stated,0,percentage,% of people aged 15+ where information available,
2018,Census usually resident population,15-*,Algorithms,S020109,Count,3,number,Number of people,
2018,Census usually resident population,15-*,Algorithms,S020109,Percentage of total stated,0.00008555842271337,percentage,% of people aged 15+ where information available,
2023,Census usually resident population,15-*,Algorithms,S020109,Count,0,number,Number of people,
2023,Census usually resident population,15-*,Algorithms,S020109,Percentage of total stated,0,percentage,% of people aged 15+ where information available,
2013,Census usually resident population,15-*,Data structures,S020111,Count,6,number,Number of people,
2013,Census usually resident population,15-*,Data structures,S020111,Percentage of total stated,0.0002031213660318,percentage,% of people aged 15+ where information available,
2018,Census usually resident population,15-*,Data structures,S020111,Count,15,number,Number of people,
2018,Census usually resident population,15-*,Data structures,S020111,Percentage of total stated,0.0004277921135668,percentage,% of people aged 15+ where information available,
2023,Census usually resident population,15-*,Data structures,S020111,Count,21,number,Number of people,
2023,Census usually resident population,15-*,Data structures,S020111,Percentage of total stated,0.0005445224926684,percentage,% of people aged 15+ where information available,
2013,Census usually resident population,15-*,Networks and communications,S020113,Count,876,number,Number of people,
2013,Census usually resident population,15-*,Networks and communications,S020113,Percentage of total stated,0.02965571944064,percentage,% of people aged 15+ where information available,
2018,Census usually resident population,15-*,Networks and communications,S020113,Count,1524,number,Number of people,
2018,Census usually resident population,15-*,Networks and communications,S020113,Percentage of total stated,0.04346367873839,percentage,% of people aged 15+ where information available,
2023,Census usually resident population,15-*,Networks and communications,S020113,Count,2322,number,Number of people,
2023,Census usually resident population,15-*,Networks and communications,S020113,Percentage of total stated,0.06020862990362,percentage,% of people aged 15+ where information available,
2013,Census usually resident population,15-*,Multimedia computing science,S020115,Count,279,number,Number of people,
2013,Census usually resident population,15-*,Multimedia computing science,S020115,Percentage of total stated,0.009445143520479,percentage,% of people aged 15+ where information available,
2018,Census usually resident population,15-*,Multimedia computing science,S020115,Count,1269,number,Number of people,
2018,Census usually resident population,15-*,Multimedia computing science,S020115,Percentage of total stated,0.03619121280775,percentage,% of people aged 15+ where information available,
2023,Census usually resident population,15-*,Multimedia computing science,S020115,Count,1698,number,Number of people,
2023,Census usually resident population,15-*,Multimedia computing science,S020115,Percentage of total stated,0.04402853297862,percentage,% of people aged 15+ where information available,
2013,Census usually resident population,15-*,Operating systems,S020117,Count,486,number,Number of people,
2013,Census usually resident population,15-*,Operating systems,S020117,Percentage of total stated,0.01645283064858,percentage,% of people aged 15+ where information available,
2018,Census usually resident population,15-*,Operating systems,S020117,Count,249,number,Number of people,
2023,Census usually resident population,15-*,Process and resources engineering not further defined,S030300,Count,0,number,Number of people,
2018,Census usually resident population,15-*,Operating systems,S020117,Percentage of total stated,0.007101349085209,percentage,% of people aged 15+ where information available,
2023,Census usually resident population,15-*,Operating systems,S020117,Count,426,number,Number of people,
