Year,Predominant field of study,Predominant field of study Code,Qualification,Qualification Code,Student origin,Gender,Age group,Value,Value Unit,Value Label,Null Reason
2024,Radiography,S0615,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Total,*-17,0,number,Number of students enrolled,
2024,Radiography,S0615,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Total,18-19,0,number,Number of students enrolled,
2024,Radiography,S0615,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Total,20-24,0,number,Number of students enrolled,
2024,Radiography,S0615,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Total,25-39,0,number,Number of students enrolled,
2024,Radiography,S0615,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Total,40-*,0,number,Number of students enrolled,
2024,Radiography,S0615,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Total,total,0,number,Number of students enrolled,
2024,Radiography,S0615,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,Female,*-17,0,number,Number of students enrolled,
2024,Radiography,S0615,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,Female,18-19,5,number,Number of students enrolled,
2024,Radiography,S0615,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,Female,20-24,80,number,Number of students enrolled,
2024,Radiography,S0615,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,Female,25-39,150,number,Number of students enrolled,
2024,Radiography,S0615,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,Female,40-*,45,number,Number of students enrolled,
2024,Radiography,S0615,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,Female,total,285,number,Number of students enrolled,
2024,Radiography,S0615,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,Male,*-17,0,number,Number of students enrolled,
2024,Radiography,S0615,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,Male,18-19,5,number,Number of students enrolled,
2024,Radiography,S0615,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,Male,20-24,30,number,Number of students enrolled,
2024,Radiography,S0615,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,Male,25-39,40,number,Number of students enrolled,
2024,Radiography,S0615,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,Male,40-*,5,number,Number of students enrolled,
2024,Radiography,S0615,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,Male,total,80,number,Number of students enrolled,
2024,Radiography,S0615,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,Total,*-17,0,number,Number of students enrolled,
2024,Radiography,S0615,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,Total,18-19,15,number,Number of students enrolled,
2024,Radiography,S0615,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,Total,20-24,110,number,Number of students enrolled,
2024,Radiography,S0615,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,Total,25-39,190,number,Number of students enrolled,
2024,Radiography,S0615,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,Total,40-*,50,number,Number of students enrolled,
2024,Radiography,S0615,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,Total,total,365,number,Number of students enrolled,
2024,Radiography,S0615,Masters degree,Masters Degree,Domestic,Female,*-17,0,number,Number of students enrolled,
2024,Radiography,S0615,Masters degree,Masters Degree,Domestic,Female,18-19,0,number,Number of students enrolled,
2024,Radiography,S0615,Masters degree,Masters Degree,Domestic,Female,20-24,0,number,Number of students enrolled,
2024,Radiography,S0615,Masters degree,Masters Degree,Domestic,Female,25-39,0,number,Number of students enrolled,
2024,Radiography,S0615,Masters degree,Masters Degree,Domestic,Female,40-*,0,number,Number of students enrolled,
2024,Radiography,S0615,Masters degree,Masters Degree,Domestic,Female,total,0,number,Number of students enrolled,
2024,Radiography,S0615,Masters degree,Masters Degree,Domestic,Male,*-17,0,number,Number of students enrolled,
2024,Radiography,S0615,Masters degree,Masters Degree,Domestic,Male,18-19,0,number,Number of students enrolled,
2024,Radiography,S0615,Masters degree,Masters Degree,Domestic,Male,20-24,0,number,Number of students enrolled,
2024,Radiography,S0615,Masters degree,Masters Degree,Domestic,Male,25-39,0,number,Number of students enrolled,
2024,Radiography,S0615,Masters degree,Masters Degree,Domestic,Male,40-*,0,number,Number of students enrolled,
2024,Radiography,S0615,Masters degree,Masters Degree,Domestic,Male,total,0,number,Number of students enrolled,
2024,Radiography,S0615,Masters degree,Masters Degree,Domestic,Total,*-17,0,number,Number of students enrolled,
2024,Radiography,S0615,Masters degree,Masters Degree,Domestic,Total,18-19,0,number,Number of students enrolled,
2024,Radiography,S0615,Masters degree,Masters Degree,Domestic,Total,20-24,0,number,Number of students enrolled,
2024,Radiography,S0615,Masters degree,Masters Degree,Domestic,Total,25-39,0,number,Number of students enrolled,
2024,Radiography,S0615,Masters degree,Masters Degree,Domestic,Total,40-*,0,number,Number of students enrolled,
2024,Radiography,S0615,Doctorate degree,Doctorate Degree,Domestic,Female,*-17,0,number,Number of students enrolled,
2024,Radiography,S0615,Doctorate degree,Doctorate Degree,Domestic,Female,18-19,0,number,Number of students enrolled,
2024,Radiography,S0615,Doctorate degree,Doctorate Degree,Domestic,Female,20-24,0,number,Number of students enrolled,
2024,Radiography,S0615,Doctorate degree,Doctorate Degree,Domestic,Female,25-39,5,number,Number of students enrolled,
2024,Radiography,S0615,Doctorate degree,Doctorate Degree,Domestic,Female,40-*,0,number,Number of students enrolled,
2024,Radiography,S0615,Doctorate degree,Doctorate Degree,Domestic,Female,total,5,number,Number of students enrolled,
2024,Radiography,S0615,Doctorate degree,Doctorate Degree,Domestic,Male,*-17,0,number,Number of students enrolled,
2024,Radiography,S0615,Doctorate degree,Doctorate Degree,Domestic,Male,18-19,0,number,Number of students enrolled,
2024,Radiography,S0615,Doctorate degree,Doctorate Degree,Domestic,Male,20-24,5,number,Number of students enrolled,
2024,Radiography,S0615,Doctorate degree,Doctorate Degree,Domestic,Male,25-39,0,number,Number of students enrolled,
2024,Radiography,S0615,Doctorate degree,Doctorate Degree,Domestic,Male,40-*,0,number,Number of students enrolled,
2024,Radiography,S0615,Doctorate degree,Doctorate Degree,Domestic,Male,total,5,number,Number of students enrolled,
2024,Radiography,S0615,Doctorate degree,Doctorate Degree,Domestic,Total,*-17,0,number,Number of students enrolled,
2024,Radiography,S0615,Doctorate degree,Doctorate Degree,Domestic,Total,18-19,0,number,Number of students enrolled,
2024,Radiography,S0615,Doctorate degree,Doctorate Degree,Domestic,Total,20-24,5,number,Number of students enrolled,
2024,Radiography,S0615,Doctorate degree,Doctorate Degree,Domestic,Total,25-39,5,number,Number of students enrolled,
2024,Radiography,S0615,Doctorate degree,Doctorate Degree,Domestic,Total,40-*,0,number,Number of students enrolled,
2024,Radiography,S0615,Doctorate degree,Doctorate Degree,Domestic,Total,total,5,number,Number of students enrolled,
2024,Radiography,S0615,Total people,Total,Domestic,Female,*-17,5,number,Number of students enrolled,
2024,Radiography,S0615,Total people,Total,Domestic,Female,18-19,70,number,Number of students enrolled,
2024,Radiography,S0615,Total people,Total,Domestic,Female,20-24,310,number,Number of students enrolled,
2024,Radiography,S0615,Total people,Total,Domestic,Female,25-39,270,number,Number of students enrolled,
2024,Radiography,S0615,Total people,Total,Domestic,Female,40-*,65,number,Number of students enrolled,
2024,Radiography,S0615,Total people,Total,Domestic,Female,total,715,number,Number of students enrolled,
2024,Radiography,S0615,Total people,Total,Domestic,Male,*-17,0,number,Number of students enrolled,
2024,Radiography,S0615,Total people,Total,Domestic,Male,18-19,15,number,Number of students enrolled,
2024,Radiography,S0615,Total people,Total,Domestic,Male,20-24,60,number,Number of students enrolled,
2024,Radiography,S0615,Total people,Total,Domestic,Male,25-39,75,number,Number of students enrolled,
2024,Radiography,S0615,Total people,Total,Domestic,Male,40-*,15,number,Number of students enrolled,
2024,Radiography,S0615,Total people,Total,Domestic,Male,total,165,number,Number of students enrolled,
2024,Radiography,S0615,Total people,Total,Domestic,Total,*-17,5,number,Number of students enrolled,
2024,Radiography,S0615,Total people,Total,Domestic,Total,18-19,85,number,Number of students enrolled,
2024,Radiography,S0615,Total people,Total,Domestic,Total,20-24,370,number,Number of students enrolled,
2024,Radiography,S0615,Total people,Total,Domestic,Total,25-39,345,number,Number of students enrolled,
2024,Radiography,S0615,Total people,Total,Domestic,Total,40-*,85,number,Number of students enrolled,
2024,Radiography,S0615,Total people,Total,Domestic,Total,total,885,number,Number of students enrolled,
2024,Rehabilitation therapies,S0617,Level 1 certificate,Level 1 Certificate,Domestic,Female,*-17,0,number,Number of students enrolled,
2024,Rehabilitation therapies,S0617,Level 1 certificate,Level 1 Certificate,Domestic,Female,18-19,0,number,Number of students enrolled,
2024,Rehabilitation therapies,S0617,Level 1 certificate,Level 1 Certificate,Domestic,Female,20-24,0,number,Number of students enrolled,
2024,Rehabilitation therapies,S0617,Level 1 certificate,Level 1 Certificate,Domestic,Female,25-39,0,number,Number of students enrolled,
2024,Rehabilitation therapies,S0617,Level 1 certificate,Level 1 Certificate,Domestic,Female,40-*,0,number,Number of students enrolled,
2024,Rehabilitation therapies,S0617,Level 1 certificate,Level 1 Certificate,Domestic,Female,total,0,number,Number of students enrolled,
2024,Rehabilitation therapies,S0617,Level 1 certificate,Level 1 Certificate,Domestic,Male,*-17,0,number,Number of students enrolled,
2024,Rehabilitation therapies,S0617,Level 1 certificate,Level 1 Certificate,Domestic,Male,18-19,0,number,Number of students enrolled,
2024,Rehabilitation therapies,S0617,Level 1 certificate,Level 1 Certificate,Domestic,Male,20-24,0,number,Number of students enrolled,
2024,Rehabilitation therapies,S0617,Level 1 certificate,Level 1 Certificate,Domestic,Male,25-39,0,number,Number of students enrolled,
2024,Rehabilitation therapies,S0617,Level 1 certificate,Level 1 Certificate,Domestic,Male,40-*,0,number,Number of students enrolled,
2024,Rehabilitation therapies,S0617,Level 1 certificate,Level 1 Certificate,Domestic,Male,total,0,number,Number of students enrolled,
2024,Rehabilitation therapies,S0617,Level 1 certificate,Level 1 Certificate,Domestic,Total,*-17,0,number,Number of students enrolled,
2024,Rehabilitation therapies,S0617,Level 1 certificate,Level 1 Certificate,Domestic,Total,18-19,0,number,Number of students enrolled,
2024,Rehabilitation therapies,S0617,Level 1 certificate,Level 1 Certificate,Domestic,Total,20-24,0,number,Number of students enrolled,
2024,Rehabilitation therapies,S0617,Level 1 certificate,Level 1 Certificate,Domestic,Total,25-39,0,number,Number of students enrolled,
2024,Rehabilitation therapies,S0617,Level 1 certificate,Level 1 Certificate,Domestic,Total,40-*,0,number,Number of students enrolled,
2024,Rehabilitation therapies,S0617,Level 1 certificate,Level 1 Certificate,Domestic,Total,total,0,number,Number of students enrolled,
2024,Rehabilitation therapies,S0617,Level 2 certificate,Level 2 Certificate,Domestic,Female,*-17,0,number,Number of students enrolled,
2024,Rehabilitation therapies,S0617,Level 2 certificate,Level 2 Certificate,Domestic,Female,18-19,0,number,Number of students enrolled,
2024,Rehabilitation therapies,S0617,Level 2 certificate,Level 2 Certificate,Domestic,Female,20-24,0,number,Number of students enrolled,
2024,Rehabilitation therapies,S0617,Level 2 certificate,Level 2 Certificate,Domestic,Female,25-39,0,number,Number of students enrolled,
2024,Rehabilitation therapies,S0617,Level 2 certificate,Level 2 Certificate,Domestic,Female,40-*,0,number,Number of students enrolled,
2024,Rehabilitation therapies,S0617,Level 2 certificate,Level 2 Certificate,Domestic,Female,total,0,number,Number of students enrolled,
2024,Rehabilitation therapies,S0617,Level 2 certificate,Level 2 Certificate,Domestic,Male,*-17,0,number,Number of students enrolled,
2024,Rehabilitation therapies,S0617,Level 2 certificate,Level 2 Certificate,Domestic,Male,18-19,0,number,Number of students enrolled,
2024,Rehabilitation therapies,S0617,Level 2 certificate,Level 2 Certificate,Domestic,Male,20-24,0,number,Number of students enrolled,
2024,Rehabilitation therapies,S0617,Level 2 certificate,Level 2 Certificate,Domestic,Male,25-39,0,number,Number of students enrolled,
2024,Rehabilitation therapies,S0617,Level 2 certificate,Level 2 Certificate,Domestic,Male,40-*,0,number,Number of students enrolled,
2024,Rehabilitation therapies,S0617,Level 2 certificate,Level 2 Certificate,Domestic,Male,total,0,number,Number of students enrolled,
2024,Rehabilitation therapies,S0617,Level 2 certificate,Level 2 Certificate,Domestic,Total,*-17,0,number,Number of students enrolled,
2024,Rehabilitation therapies,S0617,Level 2 certificate,Level 2 Certificate,Domestic,Total,18-19,0,number,Number of students enrolled,
2024,Rehabilitation therapies,S0617,Level 2 certificate,Level 2 Certificate,Domestic,Total,20-24,0,number,Number of students enrolled,
