Year as at February,Industry,Industry Code,Measure,Value,Value Unit,Value Label,Null Reason
2009,Waste collection services,D291,Enterprises,393,number,Number of enterprises,
2009,Other goods wholesaling,F37,Employee count,25000,number,Number of employees,
2009,Clothing and footwear wholesaling,F3712,Employee count,3100,number,Number of employees,
2009,Motor cycle retailing,G3912,Employee count,1450,number,Number of employees,
2009,Interurban and rural bus transport,I4621,Enterprises,276,number,Number of enterprises,
2009,Real estate services,L6720,Employee count,8700,number,Number of employees,
2009,Other administrative services,N729,Employee count,13900,number,Number of employees,
2009,Residential care services,Q860,Enterprises,864,number,Number of enterprises,
2010,Other metal ore mining,B0809,Enterprises,9,number,Number of enterprises,
2010,Grain mill and cereal product manufacturing,C116,Employee count,930,number,Number of employees,
2010,Beverage and tobacco product manufacturing,C12,Enterprises,537,number,Number of enterprises,
2010,Pharmaceutical and medicinal product manufacturing,C184,Enterprises,114,number,Number of enterprises,
2010,Human pharmaceutical and medicinal product manufacturing,C1841,Employee count,1500,number,Number of employees,
2010,Concrete product manufacturing,C2034,Enterprises,216,number,Number of enterprises,
2010,"Nut, bolt, screw and rivet manufacturing",C2292,Enterprises,18,number,Number of enterprises,
2010,Tiling and carpeting services,E3243,Employee count,1650,number,Number of employees,
2010,Industrial and agricultural chemical product wholesaling,F3323,Employee count,1950,number,Number of employees,
2010,Radio broadcasting,J5610,Employee count,2800,number,Number of employees,
2010,Libraries and archives,J6010,Enterprises,36,number,Number of enterprises,
2010,Photographic film processing,S9532,Enterprises,153,number,Number of enterprises,
2011,Fruit and tree nut growing,A013,Enterprises,6510,number,Number of enterprises,
2011,Synthetic fibre textile manufacturing,C1313,Employee count,70,number,Number of employees,
2011,Timber resawing and dressing,C1413,Employee count,1550,number,Number of employees,
2011,Other furniture manufacturing,C2519,Employee count,830,number,Number of employees,
2011,"Water supply, sewerage and drainage services",D281,Employee count,740,number,Number of employees,
2011,Water supply,D2811,Employee count,730,number,Number of employees,
2011,Retail trade,G,Enterprises,26256,number,Number of enterprises,
2011,Pipeline transport,I5021,Enterprises,3,number,Number of enterprises,
2011,Grain storage services,I5301,Enterprises,6,number,Number of enterprises,
2011,Preschool education,P8010,Employee count,23900,number,Number of employees,
2011,Other health care services,Q859,Employee count,6700,number,Number of employees,
2011,Ambulance services,Q8591,Enterprises,42,number,Number of enterprises,
2012,Cured meat and smallgoods manufacturing,C1113,Enterprises,60,number,Number of enterprises,
2012,Seafood processing,C1120,Employee count,7100,number,Number of employees,
2012,Fertiliser and pesticide manufacturing,C183,Employee count,1950,number,Number of employees,
2012,Fabricated metal product manufacturing,C22,Employee count,21400,number,Number of employees,
2012,Spring and wire product manufacturing,C2291,Employee count,730,number,Number of employees,
2012,Other electrical equipment manufacturing,C2439,Enterprises,192,number,Number of enterprises,
2012,Building installation services,E323,Enterprises,10725,number,Number of enterprises,
2012,Department stores,G4260,Enterprises,12,number,Number of enterprises,
2012,Publishing (except internet and music publishing),J54,Enterprises,912,number,Number of enterprises,
2012,Health insurance,K6321,Employee count,720,number,Number of employees,
2012,Other goods and equipment rental and hiring,L663,Employee count,6700,number,Number of employees,
2012,Employment placement and recruitment services,N7211,Enterprises,834,number,Number of enterprises,
2013,Other grain growing,A0149,Employee count,990,number,Number of employees,
2013,Other fishing,A0419,Enterprises,351,number,Number of enterprises,
2013,Paper stationery manufacturing,C1523,Employee count,450,number,Number of employees,
2013,"Copper, silver, lead and zinc smelting and refining",C2133,Enterprises,3,number,Number of enterprises,
2013,Wholesale trade,F,Employee count,99800,number,Number of employees,
2013,"Meat, poultry and smallgoods wholesaling",F3602,Enterprises,168,number,Number of enterprises,
2013,Other transport support services n.e.c.,I5299,Employee count,2250,number,Number of employees,
2013,"Adult, community and other education n.e.c.",P8219,Employee count,8900,number,Number of employees,
2013,Other allied health services,Q8539,Employee count,21800,number,Number of employees,
2013,Other interest group services n.e.c.,S9559,Enterprises,3117,number,Number of enterprises,
2014,Grape growing,A0131,Enterprises,1416,number,Number of enterprises,
2014,Cake and pastry manufacturing (factory based),C1172,Employee count,1500,number,Number of employees,
2014,Plumbing services,E3231,Enterprises,3504,number,Number of enterprises,
2014,"Grocery, liquor and tobacco product wholesaling",F360,Enterprises,2340,number,Number of enterprises,
2014,Electrical and electronic goods retailing,G422,Enterprises,1317,number,Number of enterprises,
2014,Other electrical and electronic goods retailing,G4229,Employee count,760,number,Number of employees,
2014,Other personal accessory retailing,G4259,Employee count,600,number,Number of employees,
2014,Rental and hiring services (except real estate),L66,Employee count,12200,number,Number of employees,
2014,Gardening services,N7313,Employee count,3050,number,Number of employees,
2014,Sport and physical recreation activities,R911,Employee count,15500,number,Number of employees,
2015,"Soft drink, cordial and syrup manufacturing",C1211,Enterprises,102,number,Number of enterprises,
2015,Aluminium smelting,C2132,Employee count,870,number,Number of employees,
2015,Automotive electrical component manufacturing,C2313,Enterprises,15,number,Number of enterprises,
2015,Machine tool and parts manufacturing,C2463,Enterprises,195,number,Number of enterprises,
2015,Furniture manufacturing,C251,Enterprises,1446,number,Number of enterprises,
2015,General line grocery wholesaling,F3601,Employee count,6900,number,Number of employees,
2015,Jewellery and watch wholesaling,F3732,Employee count,280,number,Number of employees,
2015,Motor vehicle and motor vehicle parts retailing,G39,Enterprises,2808,number,Number of enterprises,
2015,Other transport,I50,Enterprises,930,number,Number of enterprises,
2015,Other motor vehicle and transport equipment rental and hiring,L6619,Employee count,650,number,Number of employees,
2015,Architectural services,M6921,Enterprises,2796,number,Number of enterprises,
2015,Veterinary services,M6970,Enterprises,639,number,Number of enterprises,
2016,Vegetable growing (outdoors),A0123,Employee count,4900,number,Number of employees,
2016,Poultry farming (eggs),A0172,Enterprises,141,number,Number of enterprises,
2016,"Fishing, hunting and trapping",A04,Enterprises,1440,number,Number of enterprises,
2016,Oil and gas extraction,B0700,Enterprises,48,number,Number of enterprises,
2016,Sugar and confectionery manufacturing,C118,Enterprises,111,number,Number of enterprises,
2016,"Pulp, paper and converted paper product manufacturing",C15,Enterprises,90,number,Number of enterprises,
2016,Other petroleum and coal product manufacturing,C1709,Employee count,150,number,Number of employees,
2016,Landscape construction services,E3291,Employee count,5000,number,Number of employees,
2016,"Furniture, floor coverings, houseware and textile goods retailing",G421,Employee count,8500,number,Number of employees,
2016,Cable and other subscription broadcasting,J5622,Enterprises,18,number,Number of enterprises,
2016,Banking,K6221,Enterprises,27,number,Number of enterprises,
2016,Museum operation,R8910,Employee count,2250,number,Number of employees,
2016,Repair and maintenance,S94,Employee count,26300,number,Number of employees,
2016,Electronic (except domestic appliance) and precision equipment repair and maintenance,S9422,Enterprises,705,number,Number of enterprises,
2017,Other food product manufacturing n.e.c.,C1199,Employee count,7700,number,Number of employees,
2017,"Rope, cordage and twine manufacturing",C1332,Employee count,190,number,Number of employees,
2017,Metal container manufacturing,C223,Employee count,1000,number,Number of employees,
2017,Other machinery and equipment manufacturing,C249,Employee count,10500,number,Number of employees,
2017,Solid waste collection services,D2911,Enterprises,417,number,Number of enterprises,
2017,Trailer and other motor vehicle retailing,G3913,Employee count,170,number,Number of employees,
2017,Urban bus transport (including tramway),I4622,Enterprises,270,number,Number of enterprises,
2017,Courier pick-up and delivery services,I5102,Enterprises,2943,number,Number of enterprises,
2017,Management advice and related consulting services,M6962,Employee count,21900,number,Number of employees,
2017,School education,P802,Employee count,96500,number,Number of employees,
2017,Other repair and maintenance,S949,Enterprises,567,number,Number of enterprises,
2018,Ice cream manufacturing,C1132,Enterprises,33,number,Number of enterprises,
2018,Wood product manufacturing,C14,Employee count,17600,number,Number of employees,
2018,Other wood product manufacturing,C149,Employee count,10400,number,Number of employees,
2018,Machinery and equipment manufacturing,C24,Enterprises,4155,number,Number of enterprises,
2018,"Photographic, optical and ophthalmic equipment manufacturing",C2411,Enterprises,21,number,Number of enterprises,
2018,Pumps and compressor manufacturing,C2451,Enterprises,27,number,Number of enterprises,
2018,Other specialised food retailing,G4129,Enterprises,1080,number,Number of enterprises,
