Year,Cross analysis variable,Category,Measured variable,Response category,Value,Value Unit,Value Label,Null Reason
2021,"Disability status, Washington Group Short Set",Disabled - 15-64,Number of people by number of hours contributed,Less than 5 hours,30.3,number,Thousands of hours,
2021,"Disability status, Washington Group Short Set",Non-disabled - 15-64,Number of people by number of hours contributed,Less than 5 hours,552.9,number,Thousands of hours,
2021,"Disability status, Washington Group Short Set",Disabled - 15 and over,Number of people by number of hours contributed,5 to 10 hours,28.6,number,Thousands of hours,
2021,"Disability status, Washington Group Short Set",Non-disabled - 15 and over,Number of people by number of hours contributed,5 to 10 hours,330.3,number,Thousands of hours,
2021,"Disability status, Washington Group Short Set",Total population aged 15-64,Number of people by number of hours contributed,5 to 10 hours,286.4,number,Thousands of hours,
2021,"Disability status, Washington Group Short Set",Disabled - 15-64,Number of people by number of hours contributed,5 to 10 hours,21.4,number,Thousands of hours,
2021,"Disability status, Washington Group Short Set",Non-disabled - 15-64,Number of people by number of hours contributed,5 to 10 hours,265,number,Thousands of hours,
2021,"Disability status, Washington Group Short Set",Disabled - 15 and over,Number of people by number of hours contributed,10 to 15 hours,29.2,number,Thousands of hours,
2021,"Disability status, Washington Group Short Set",Non-disabled - 15 and over,Number of people by number of hours contributed,10 to 15 hours,270.4,number,Thousands of hours,
2021,"Disability status, Washington Group Short Set",Total population aged 15-64,Number of people by number of hours contributed,10 to 15 hours,238.4,number,Thousands of hours,
2021,"Disability status, Washington Group Short Set",Disabled - 15-64,Number of people by number of hours contributed,10 to 15 hours,20.4,number,Thousands of hours,
2021,"Disability status, Washington Group Short Set",Non-disabled - 15-64,Number of people by number of hours contributed,10 to 15 hours,218.1,number,Thousands of hours,
2021,"Disability status, Washington Group Short Set",Disabled - 15 and over,Number of people by number of hours contributed,15 to 20 hours,5.4,number,Thousands of hours,
2021,"Disability status, Washington Group Short Set",Non-disabled - 15 and over,Number of people by number of hours contributed,15 to 20 hours,119.5,number,Thousands of hours,
2021,"Disability status, Washington Group Short Set",Total population aged 15-64,Number of people by number of hours contributed,15 to 20 hours,103.7,number,Thousands of hours,
2021,"Disability status, Washington Group Short Set",Disabled - 15-64,Number of people by number of hours contributed,15 to 20 hours,,number,Thousands of hours,suppressed
2021,"Disability status, Washington Group Short Set",Non-disabled - 15-64,Number of people by number of hours contributed,15 to 20 hours,101.2,number,Thousands of hours,
2021,"Disability status, Washington Group Short Set",Disabled - 15 and over,Number of people by number of hours contributed,20 to 25 hours,20.2,number,Thousands of hours,
2021,"Disability status, Washington Group Short Set",Non-disabled - 15 and over,Number of people by number of hours contributed,20 to 25 hours,135.5,number,Thousands of hours,
2021,"Disability status, Washington Group Short Set",Total population aged 15-64,Number of people by number of hours contributed,20 to 25 hours,125.2,number,Thousands of hours,
2021,"Disability status, Washington Group Short Set",Disabled - 15-64,Number of people by number of hours contributed,20 to 25 hours,14.1,number,Thousands of hours,
2021,"Disability status, Washington Group Short Set",Non-disabled - 15-64,Number of people by number of hours contributed,20 to 25 hours,111.1,number,Thousands of hours,
2021,"Disability status, Washington Group Short Set",Disabled - 15 and over,Number of people by number of hours contributed,25+ hours,50,number,Thousands of hours,
2021,"Disability status, Washington Group Short Set",Non-disabled - 15 and over,Number of people by number of hours contributed,25+ hours,330.9,number,Thousands of hours,
2021,"Disability status, Washington Group Short Set",Total population aged 15-64,Number of people by number of hours contributed,25+ hours,266.2,number,Thousands of hours,
2021,"Disability status, Washington Group Short Set",Disabled - 15-64,Number of people by number of hours contributed,25+ hours,30.9,number,Thousands of hours,
2021,"Disability status, Washington Group Short Set",Non-disabled - 15-64,Number of people by number of hours contributed,25+ hours,235.3,number,Thousands of hours,
2021,"Disability status, Washington Group Short Set",Disabled - 15 and over,Percentage of volunteers by type of organisation - over previous four weeks,"Arts or culture (eg cultural groups, ushering, museums)",15.5,percentage,% of people who volunteered,
2021,"Disability status, Washington Group Short Set",Non-disabled - 15 and over,Percentage of volunteers by type of organisation - over previous four weeks,"Arts or culture (eg cultural groups, ushering, museums)",11.8,percentage,% of people who volunteered,
2021,"Disability status, Washington Group Short Set",Total population aged 15-64,Percentage of volunteers by type of organisation - over previous four weeks,"Arts or culture (eg cultural groups, ushering, museums)",11.8,percentage,% of people who volunteered,
2021,"Disability status, Washington Group Short Set",Disabled - 15-64,Percentage of volunteers by type of organisation - over previous four weeks,"Arts or culture (eg cultural groups, ushering, museums)",16.6,percentage,% of people who volunteered,
2021,"Disability status, Washington Group Short Set",Non-disabled - 15-64,Percentage of volunteers by type of organisation - over previous four weeks,"Arts or culture (eg cultural groups, ushering, museums)",11.4,percentage,% of people who volunteered,
2021,"Disability status, Washington Group Short Set",Disabled - 15 and over,Percentage of volunteers by type of organisation - over previous four weeks,Sports or recreation,25,percentage,% of people who volunteered,
2021,"Disability status, Washington Group Short Set",Non-disabled - 15 and over,Percentage of volunteers by type of organisation - over previous four weeks,Sports or recreation,34.5,percentage,% of people who volunteered,
2021,"Disability status, Washington Group Short Set",Total population aged 15-64,Percentage of volunteers by type of organisation - over previous four weeks,Sports or recreation,36.7,percentage,% of people who volunteered,
2021,"Disability status, Washington Group Short Set",Disabled - 15-64,Percentage of volunteers by type of organisation - over previous four weeks,Sports or recreation,27.2,percentage,% of people who volunteered,
2021,"Disability status, Washington Group Short Set",Non-disabled - 15-64,Percentage of volunteers by type of organisation - over previous four weeks,Sports or recreation,37.5,percentage,% of people who volunteered,
2021,"Disability status, Washington Group Short Set",Disabled - 15 and over,Percentage of volunteers by type of organisation - over previous four weeks,"Education or research (eg play centre, school boards)",17.8,percentage,% of people who volunteered,
2021,"Disability status, Washington Group Short Set",Non-disabled - 15 and over,Percentage of volunteers by type of organisation - over previous four weeks,"Education or research (eg play centre, school boards)",17.5,percentage,% of people who volunteered,
2021,"Disability status, Washington Group Short Set",Total population aged 15-64,Percentage of volunteers by type of organisation - over previous four weeks,"Education or research (eg play centre, school boards)",19.2,percentage,% of people who volunteered,
2021,"Disability status, Washington Group Short Set",Disabled - 15-64,Percentage of volunteers by type of organisation - over previous four weeks,"Education or research (eg play centre, school boards)",17,percentage,% of people who volunteered,
2021,"Disability status, Washington Group Short Set",Non-disabled - 15-64,Percentage of volunteers by type of organisation - over previous four weeks,"Education or research (eg play centre, school boards)",19.4,percentage,% of people who volunteered,
2021,"Disability status, Washington Group Short Set",Disabled - 15 and over,Percentage of volunteers by type of organisation - over previous four weeks,Religious or spiritual,38,percentage,% of people who volunteered,
2021,"Disability status, Washington Group Short Set",Non-disabled - 15 and over,Percentage of volunteers by type of organisation - over previous four weeks,Religious or spiritual,26,percentage,% of people who volunteered,
2021,"Disability status, Washington Group Short Set",Total population aged 15-64,Percentage of volunteers by type of organisation - over previous four weeks,Religious or spiritual,26.8,percentage,% of people who volunteered,
2021,"Disability status, Washington Group Short Set",Disabled - 15-64,Percentage of volunteers by type of organisation - over previous four weeks,Religious or spiritual,39.6,percentage,% of people who volunteered,
2021,"Disability status, Washington Group Short Set",Non-disabled - 15-64,Percentage of volunteers by type of organisation - over previous four weeks,Religious or spiritual,25.8,percentage,% of people who volunteered,
2021,"Disability status, Washington Group Short Set",Disabled - 15 and over,Percentage of volunteers by type of organisation - over previous four weeks,"Health (eg hospitals, nursing homes, cancer foundations)",4.5,percentage,% of people who volunteered,
2021,"Disability status, Washington Group Short Set",Non-disabled - 15 and over,Percentage of volunteers by type of organisation - over previous four weeks,"Health (eg hospitals, nursing homes, cancer foundations)",10.9,percentage,% of people who volunteered,
2021,"Disability status, Washington Group Short Set",Total population aged 15-64,Percentage of volunteers by type of organisation - over previous four weeks,"Health (eg hospitals, nursing homes, cancer foundations)",8.6,percentage,% of people who volunteered,
2021,"Disability status, Washington Group Short Set",Disabled - 15-64,Percentage of volunteers by type of organisation - over previous four weeks,"Health (eg hospitals, nursing homes, cancer foundations)",,percentage,% of people who volunteered,suppressed
2021,"Disability status, Washington Group Short Set",Non-disabled - 15-64,Percentage of volunteers by type of organisation - over previous four weeks,"Health (eg hospitals, nursing homes, cancer foundations)",9,percentage,% of people who volunteered,
2021,"Disability status, Washington Group Short Set",Disabled - 15 and over,Percentage of volunteers by type of organisation - over previous four weeks,"Social services (eg Civil defence, emergency support, youth groups)",25.4,percentage,% of people who volunteered,
2021,"Disability status, Washington Group Short Set",Non-disabled - 15 and over,Percentage of volunteers by type of organisation - over previous four weeks,"Social services (eg Civil defence, emergency support, youth groups)",15.4,percentage,% of people who volunteered,
2021,"Disability status, Washington Group Short Set",Total population aged 15-64,Percentage of volunteers by type of organisation - over previous four weeks,"Social services (eg Civil defence, emergency support, youth groups)",15.1,percentage,% of people who volunteered,
2021,"Disability status, Washington Group Short Set",Disabled - 15-64,Percentage of volunteers by type of organisation - over previous four weeks,"Social services (eg Civil defence, emergency support, youth groups)",28.9,percentage,% of people who volunteered,
2021,"Disability status, Washington Group Short Set",Non-disabled - 15-64,Percentage of volunteers by type of organisation - over previous four weeks,"Social services (eg Civil defence, emergency support, youth groups)",14,percentage,% of people who volunteered,
2021,"Disability status, Washington Group Short Set",Disabled - 15 and over,Percentage of volunteers by type of organisation - over previous four weeks,"Environment, conservation or animal protection (eg SPCA, tree planting, Greenpeace)",6.4,percentage,% of people who volunteered,
2021,"Disability status, Washington Group Short Set",Non-disabled - 15 and over,Percentage of volunteers by type of organisation - over previous four weeks,"Environment, conservation or animal protection (eg SPCA, tree planting, Greenpeace)",11.6,percentage,% of people who volunteered,
2021,"Disability status, Washington Group Short Set",Total population aged 15-64,Percentage of volunteers by type of organisation - over previous four weeks,"Environment, conservation or animal protection (eg SPCA, tree planting, Greenpeace)",10.6,percentage,% of people who volunteered,
2021,"Disability status, Washington Group Short Set",Disabled - 15-64,Percentage of volunteers by type of organisation - over previous four weeks,"Environment, conservation or animal protection (eg SPCA, tree planting, Greenpeace)",,percentage,% of people who volunteered,suppressed
2021,"Disability status, Washington Group Short Set",Non-disabled - 15-64,Percentage of volunteers by type of organisation - over previous four weeks,"Environment, conservation or animal protection (eg SPCA, tree planting, Greenpeace)",11.1,percentage,% of people who volunteered,
2021,"Disability status, Washington Group Short Set",Disabled - 15 and over,Percentage of volunteers by type of organisation - over previous four weeks,"Community development or housing (eg marae work, community centres, community support groups)",7.7,percentage,% of people who volunteered,
2021,"Disability status, Washington Group Short Set",Non-disabled - 15 and over,Percentage of volunteers by type of organisation - over previous four weeks,"Community development or housing (eg marae work, community centres, community support groups)",6.5,percentage,% of people who volunteered,
2021,"Disability status, Washington Group Short Set",Total population aged 15-64,Percentage of volunteers by type of organisation - over previous four weeks,"Community development or housing (eg marae work, community centres, community support groups)",5.5,percentage,% of people who volunteered,
2021,"Disability status, Washington Group Short Set",Disabled - 15-64,Percentage of volunteers by type of organisation - over previous four weeks,"Community development or housing (eg marae work, community centres, community support groups)",9.2,percentage,% of people who volunteered,
2021,"Disability status, Washington Group Short Set",Non-disabled - 15-64,Percentage of volunteers by type of organisation - over previous four weeks,"Community development or housing (eg marae work, community centres, community support groups)",5.2,percentage,% of people who volunteered,
2021,"Disability status, Washington Group Short Set",Disabled - 15 and over,Percentage of volunteers by type of organisation - over previous four weeks,Other,5.9,percentage,% of people who volunteered,
2021,"Disability status, Washington Group Short Set",Non-disabled - 15 and over,Percentage of volunteers by type of organisation - over previous four weeks,Other,6.8,percentage,% of people who volunteered,
2021,"Disability status, Washington Group Short Set",Total population aged 15-64,Percentage of volunteers by type of organisation - over previous four weeks,Other,6.6,percentage,% of people who volunteered,
2021,"Disability status, Washington Group Short Set",Disabled - 15-64,Percentage of volunteers by type of organisation - over previous four weeks,Other,8.7,percentage,% of people who volunteered,
2021,"Disability status, Washington Group Short Set",Non-disabled - 15-64,Percentage of volunteers by type of organisation - over previous four weeks,Other,6.4,percentage,% of people who volunteered,
2021,"Disability status, Washington Group Short Set",Disabled - 15 and over,Total hours volunteered - over previous four weeks,Directly for an individual,2474.6,number,Thousands of hours,
2021,"Disability status, Washington Group Short Set",Non-disabled - 15 and over,Total hours volunteered - over previous four weeks,Directly for an individual,14305.9,number,Thousands of hours,
2021,"Disability status, Washington Group Short Set",Total population aged 15-64,Total hours volunteered - over previous four weeks,Directly for an individual,11457.5,number,Thousands of hours,
2021,"Disability status, Washington Group Short Set",Disabled - 15-64,Total hours volunteered - over previous four weeks,Directly for an individual,1433.7,number,Thousands of hours,
2021,"Disability status, Washington Group Short Set",Non-disabled - 15-64,Total hours volunteered - over previous four weeks,Directly for an individual,10023.8,number,Thousands of hours,
2021,"Disability status, Washington Group Short Set",Disabled - 15 and over,Total hours volunteered by type of organisation - over previous four weeks,"Arts or culture (eg cultural groups, ushering, museums)",388.3,number,Thousands of hours,
2021,"Disability status, Washington Group Short Set",Non-disabled - 15 and over,Total hours volunteered by type of organisation - over previous four weeks,"Arts or culture (eg cultural groups, ushering, museums)",1983.3,number,Thousands of hours,
2021,"Disability status, Washington Group Short Set",Total population aged 15-64,Total hours volunteered by type of organisation - over previous four weeks,"Arts or culture (eg cultural groups, ushering, museums)",2036.5,number,Thousands of hours,
2021,"Disability status, Washington Group Short Set",Disabled - 15-64,Total hours volunteered by type of organisation - over previous four weeks,"Arts or culture (eg cultural groups, ushering, museums)",331.8,number,Thousands of hours,
2021,"Disability status, Washington Group Short Set",Non-disabled - 15-64,Total hours volunteered by type of organisation - over previous four weeks,"Arts or culture (eg cultural groups, ushering, museums)",1704.6,number,Thousands of hours,
2021,"Disability status, Washington Group Short Set",Disabled - 15 and over,Total hours volunteered by type of organisation - over previous four weeks,Sports or recreation,273.3,number,Thousands of hours,
2021,"Disability status, Washington Group Short Set",Non-disabled - 15 and over,Total hours volunteered by type of organisation - over previous four weeks,Sports or recreation,3593.7,number,Thousands of hours,
2021,"Disability status, Washington Group Short Set",Total population aged 15-64,Total hours volunteered by type of organisation - over previous four weeks,Sports or recreation,3315.9,number,Thousands of hours,
2021,"Disability status, Washington Group Short Set",Disabled - 15-64,Total hours volunteered by type of organisation - over previous four weeks,Sports or recreation,205.1,number,Thousands of hours,
2021,"Disability status, Washington Group Short Set",Non-disabled - 15-64,Total hours volunteered by type of organisation - over previous four weeks,Sports or recreation,3110.8,number,Thousands of hours,
2021,"Disability status, Washington Group Short Set",Disabled - 15 and over,Total hours volunteered by type of organisation - over previous four weeks,"Education or research (eg play centre, school boards)",294.1,number,Thousands of hours,
2021,"Disability status, Washington Group Short Set",Non-disabled - 15 and over,Total hours volunteered by type of organisation - over previous four weeks,"Education or research (eg play centre, school boards)",2232.8,number,Thousands of hours,
2021,"Disability status, Washington Group Short Set",Total population aged 15-64,Total hours volunteered by type of organisation - over previous four weeks,"Education or research (eg play centre, school boards)",1991.1,number,Thousands of hours,
2021,"Disability status, Washington Group Short Set",Disabled - 15-64,Total hours volunteered by type of organisation - over previous four weeks,"Education or research (eg play centre, school boards)",150.6,number,Thousands of hours,
2021,"Disability status, Washington Group Short Set",Non-disabled - 15-64,Total hours volunteered by type of organisation - over previous four weeks,"Education or research (eg play centre, school boards)",1840.5,number,Thousands of hours,
2021,"Disability status, Washington Group Short Set",Disabled - 15 and over,Total hours volunteered by type of organisation - over previous four weeks,Religious or spiritual,533.1,number,Thousands of hours,
2021,"Disability status, Washington Group Short Set",Non-disabled - 15 and over,Total hours volunteered by type of organisation - over previous four weeks,Religious or spiritual,3197.6,number,Thousands of hours,
2021,"Disability status, Washington Group Short Set",Total population aged 15-64,Total hours volunteered by type of organisation - over previous four weeks,Religious or spiritual,2847.5,number,Thousands of hours,
2021,"Disability status, Washington Group Short Set",Disabled - 15-64,Total hours volunteered by type of organisation - over previous four weeks,Religious or spiritual,440.2,number,Thousands of hours,
2021,"Disability status, Washington Group Short Set",Non-disabled - 15-64,Total hours volunteered by type of organisation - over previous four weeks,Religious or spiritual,2407.3,number,Thousands of hours,
2021,"Disability status, Washington Group Short Set",Disabled - 15 and over,Total hours volunteered by type of organisation - over previous four weeks,"Health (eg hospitals, nursing homes, cancer foundations)",23.7,number,Thousands of hours,
2021,"Disability status, Washington Group Short Set",Non-disabled - 15 and over,Total hours volunteered by type of organisation - over previous four weeks,"Health (eg hospitals, nursing homes, cancer foundations)",1164,number,Thousands of hours,
2021,"Disability status, Washington Group Short Set",Total population aged 15-64,Total hours volunteered by type of organisation - over previous four weeks,"Health (eg hospitals, nursing homes, cancer foundations)",683.2,number,Thousands of hours,
2021,"Disability status, Washington Group Short Set",Disabled - 15-64,Total hours volunteered by type of organisation - over previous four weeks,"Health (eg hospitals, nursing homes, cancer foundations)",,number,Thousands of hours,suppressed
2021,"Disability status, Washington Group Short Set",Non-disabled - 15-64,Total hours volunteered by type of organisation - over previous four weeks,"Health (eg hospitals, nursing homes, cancer foundations)",669.5,number,Thousands of hours,
2021,"Disability status, Washington Group Short Set",Disabled - 15 and over,Total hours volunteered by type of organisation - over previous four weeks,"Social services (eg Civil defence, emergency support, youth groups)",345.1,number,Thousands of hours,
2021,"Disability status, Washington Group Short Set",Non-disabled - 15 and over,Total hours volunteered by type of organisation - over previous four weeks,"Social services (eg Civil defence, emergency support, youth groups)",2025.8,number,Thousands of hours,
2021,"Disability status, Washington Group Short Set",Total population aged 15-64,Total hours volunteered by type of organisation - over previous four weeks,"Social services (eg Civil defence, emergency support, youth groups)",1641.3,number,Thousands of hours,
2021,"Disability status, Washington Group Short Set",Disabled - 15-64,Total hours volunteered by type of organisation - over previous four weeks,"Social services (eg Civil defence, emergency support, youth groups)",289.6,number,Thousands of hours,
2021,"Disability status, Washington Group Short Set",Non-disabled - 15-64,Total hours volunteered by type of organisation - over previous four weeks,"Social services (eg Civil defence, emergency support, youth groups)",1351.7,number,Thousands of hours,
2021,"Disability status, Washington Group Short Set",Disabled - 15 and over,Total hours volunteered by type of organisation - over previous four weeks,"Environment, conservation or animal protection (eg SPCA, tree planting, Greenpeace)",89.6,number,Thousands of hours,
2021,"Disability status, Washington Group Short Set",Non-disabled - 15 and over,Total hours volunteered by type of organisation - over previous four weeks,"Environment, conservation or animal protection (eg SPCA, tree planting, Greenpeace)",1239.6,number,Thousands of hours,
2021,LGBT+ indicator,LGBT+,Barriers to volunteering directly for another person,Another reason,,percentage,% of people who did not volunteer,suppressed
2021,"Disability status, Washington Group Short Set",Total population aged 15-64,Total hours volunteered by type of organisation - over previous four weeks,"Environment, conservation or animal protection (eg SPCA, tree planting, Greenpeace)",1017.5,number,Thousands of hours,
2021,"Disability status, Washington Group Short Set",Disabled - 15-64,Total hours volunteered by type of organisation - over previous four weeks,"Environment, conservation or animal protection (eg SPCA, tree planting, Greenpeace)",,number,Thousands of hours,suppressed
2021,"Disability status, Washington Group Short Set",Non-disabled - 15-64,Total hours volunteered by type of organisation - over previous four weeks,"Environment, conservation or animal protection (eg SPCA, tree planting, Greenpeace)",998.6,number,Thousands of hours,
2021,"Disability status, Washington Group Short Set",Disabled - 15 and over,Total hours volunteered by type of organisation - over previous four weeks,"Community development or housing (eg marae work, community centres, community support groups)",76.9,number,Thousands of hours,
2021,"Disability status, Washington Group Short Set",Non-disabled - 15 and over,Total hours volunteered by type of organisation - over previous four weeks,"Community development or housing (eg marae work, community centres, community support groups)",551.6,number,Thousands of hours,
2021,"Disability status, Washington Group Short Set",Total population aged 15-64,Total hours volunteered by type of organisation - over previous four weeks,"Community development or housing (eg marae work, community centres, community support groups)",345.2,number,Thousands of hours,
2021,"Disability status, Washington Group Short Set",Disabled - 15-64,Total hours volunteered by type of organisation - over previous four weeks,"Community development or housing (eg marae work, community centres, community support groups)",44.5,number,Thousands of hours,
2021,"Disability status, Washington Group Short Set",Non-disabled - 15-64,Total hours volunteered by type of organisation - over previous four weeks,"Community development or housing (eg marae work, community centres, community support groups)",300.7,number,Thousands of hours,
2021,"Disability status, Washington Group Short Set",Disabled - 15 and over,Total hours volunteered by type of organisation - over previous four weeks,Other,36.3,number,Thousands of hours,
2021,"Disability status, Washington Group Short Set",Non-disabled - 15 and over,Total hours volunteered by type of organisation - over previous four weeks,Other,958,number,Thousands of hours,
2021,"Disability status, Washington Group Short Set",Total population aged 15-64,Total hours volunteered by type of organisation - over previous four weeks,Other,672,number,Thousands of hours,
2021,"Disability status, Washington Group Short Set",Disabled - 15-64,Total hours volunteered by type of organisation - over previous four weeks,Other,36.3,number,Thousands of hours,
2021,"Disability status, Washington Group Short Set",Non-disabled - 15-64,Total hours volunteered by type of organisation - over previous four weeks,Other,635.6,number,Thousands of hours,
2021,"Disability status, Washington Group Short Set",Disabled - 15 and over,Total hours volunteered - over previous four weeks,Total for organisations,2060.3,number,Thousands of hours,
2021,"Disability status, Washington Group Short Set",Non-disabled - 15 and over,Total hours volunteered - over previous four weeks,Total for organisations,16946.4,number,Thousands of hours,
2021,"Disability status, Washington Group Short Set",Total population aged 15-64,Total hours volunteered - over previous four weeks,Total for organisations,14550.1,number,Thousands of hours,
2021,"Disability status, Washington Group Short Set",Disabled - 15-64,Total hours volunteered - over previous four weeks,Total for organisations,1530.7,number,Thousands of hours,
2021,"Disability status, Washington Group Short Set",Non-disabled - 15-64,Total hours volunteered - over previous four weeks,Total for organisations,13019.4,number,Thousands of hours,
2021,"Disability status, Washington Group Short Set",Disabled - 15 and over,Total hours volunteered - over previous four weeks,Total for organisations and directly combined,4534.8,number,Thousands of hours,
2021,"Disability status, Washington Group Short Set",Non-disabled - 15 and over,Total hours volunteered - over previous four weeks,Total for organisations and directly combined,31252.4,number,Thousands of hours,
2021,"Disability status, Washington Group Short Set",Total population aged 15-64,Total hours volunteered - over previous four weeks,Total for organisations and directly combined,26007.6,number,Thousands of hours,
2021,"Disability status, Washington Group Short Set",Disabled - 15-64,Total hours volunteered - over previous four weeks,Total for organisations and directly combined,2964.4,number,Thousands of hours,
2021,"Disability status, Washington Group Short Set",Non-disabled - 15-64,Total hours volunteered - over previous four weeks,Total for organisations and directly combined,23043.2,number,Thousands of hours,
2021,"Disability status, Washington Group Short Set",Disabled - 15 and over,Barriers to volunteering for an organisation,There are no barriers,9.6,percentage,% of people who did not volunteer,
2021,"Disability status, Washington Group Short Set",Non-disabled - 15 and over,Barriers to volunteering for an organisation,There are no barriers,9.4,percentage,% of people who did not volunteer,
2021,"Disability status, Washington Group Short Set",Total population aged 15-64,Barriers to volunteering for an organisation,There are no barriers,9.2,percentage,% of people who did not volunteer,
2021,"Disability status, Washington Group Short Set",Disabled - 15-64,Barriers to volunteering for an organisation,There are no barriers,8.7,percentage,% of people who did not volunteer,
2021,"Disability status, Washington Group Short Set",Non-disabled - 15-64,Barriers to volunteering for an organisation,There are no barriers,9.2,percentage,% of people who did not volunteer,
2021,"Disability status, Washington Group Short Set",Disabled - 15 and over,Barriers to volunteering for an organisation,No one asked me to volunteer,11,percentage,% of people who did not volunteer,
2021,"Disability status, Washington Group Short Set",Non-disabled - 15 and over,Barriers to volunteering for an organisation,No one asked me to volunteer,18.2,percentage,% of people who did not volunteer,
2021,"Disability status, Washington Group Short Set",Total population aged 15-64,Barriers to volunteering for an organisation,No one asked me to volunteer,19,percentage,% of people who did not volunteer,
2021,"Disability status, Washington Group Short Set",Disabled - 15-64,Barriers to volunteering for an organisation,No one asked me to volunteer,16.9,percentage,% of people who did not volunteer,
2021,"Disability status, Washington Group Short Set",Non-disabled - 15-64,Barriers to volunteering for an organisation,No one asked me to volunteer,19.1,percentage,% of people who did not volunteer,
2021,LGBT+ indicator,Non-LGBT+,Barriers to volunteering directly for another person,Another reason,3.6,percentage,% of people who did not volunteer,
2021,"Disability status, Washington Group Short Set",Disabled - 15 and over,Barriers to volunteering for an organisation,Did not know how to get involved,5.9,percentage,% of people who did not volunteer,
2021,"Disability status, Washington Group Short Set",Non-disabled - 15 and over,Barriers to volunteering for an organisation,Did not know how to get involved,8.4,percentage,% of people who did not volunteer,
2021,"Disability status, Washington Group Short Set",Total population aged 15-64,Barriers to volunteering for an organisation,Did not know how to get involved,9.4,percentage,% of people who did not volunteer,
2021,"Disability status, Washington Group Short Set",Disabled - 15-64,Barriers to volunteering for an organisation,Did not know how to get involved,9.4,percentage,% of people who did not volunteer,
2021,"Disability status, Washington Group Short Set",Non-disabled - 15-64,Barriers to volunteering for an organisation,Did not know how to get involved,9.4,percentage,% of people who did not volunteer,
2021,"Disability status, Washington Group Short Set",Disabled - 15 and over,Barriers to volunteering for an organisation,Volunteered in the past,8.8,percentage,% of people who did not volunteer,
2021,"Disability status, Washington Group Short Set",Non-disabled - 15 and over,Barriers to volunteering for an organisation,Volunteered in the past,8.4,percentage,% of people who did not volunteer,
2021,"Disability status, Washington Group Short Set",Total population aged 15-64,Barriers to volunteering for an organisation,Volunteered in the past,7.5,percentage,% of people who did not volunteer,
2021,"Disability status, Washington Group Short Set",Disabled - 15-64,Barriers to volunteering for an organisation,Volunteered in the past,8.1,percentage,% of people who did not volunteer,
2021,"Disability status, Washington Group Short Set",Non-disabled - 15-64,Barriers to volunteering for an organisation,Volunteered in the past,7.4,percentage,% of people who did not volunteer,
2021,"Disability status, Washington Group Short Set",Disabled - 15 and over,Barriers to volunteering for an organisation,Health problems / physically unable to volunteer,47.6,percentage,% of people who did not volunteer,
2021,"Disability status, Washington Group Short Set",Non-disabled - 15 and over,Barriers to volunteering for an organisation,Health problems / physically unable to volunteer,8,percentage,% of people who did not volunteer,
2021,"Disability status, Washington Group Short Set",Total population aged 15-64,Barriers to volunteering for an organisation,Health problems / physically unable to volunteer,7.4,percentage,% of people who did not volunteer,
2021,"Disability status, Washington Group Short Set",Disabled - 15-64,Barriers to volunteering for an organisation,Health problems / physically unable to volunteer,30.3,percentage,% of people who did not volunteer,
2021,"Disability status, Washington Group Short Set",Non-disabled - 15-64,Barriers to volunteering for an organisation,Health problems / physically unable to volunteer,5.6,percentage,% of people who did not volunteer,
2021,"Disability status, Washington Group Short Set",Disabled - 15 and over,Barriers to volunteering for an organisation,Did not have the time,27.6,percentage,% of people who did not volunteer,
2021,"Disability status, Washington Group Short Set",Non-disabled - 15 and over,Barriers to volunteering for an organisation,Did not have the time,47.5,percentage,% of people who did not volunteer,
2021,"Disability status, Washington Group Short Set",Total population aged 15-64,Barriers to volunteering for an organisation,Did not have the time,51.6,percentage,% of people who did not volunteer,
2021,"Disability status, Washington Group Short Set",Disabled - 15-64,Barriers to volunteering for an organisation,Did not have the time,44,percentage,% of people who did not volunteer,
2021,"Disability status, Washington Group Short Set",Non-disabled - 15-64,Barriers to volunteering for an organisation,Did not have the time,52.1,percentage,% of people who did not volunteer,
2021,"Disability status, Washington Group Short Set",Disabled - 15 and over,Barriers to volunteering for an organisation,Too costly / can't afford it,1.1,percentage,% of people who did not volunteer,
2021,"Disability status, Washington Group Short Set",Non-disabled - 15 and over,Barriers to volunteering for an organisation,Too costly / can't afford it,1.8,percentage,% of people who did not volunteer,
2021,"Disability status, Washington Group Short Set",Total population aged 15-64,Barriers to volunteering for an organisation,Too costly / can't afford it,1.7,percentage,% of people who did not volunteer,
2021,"Disability status, Washington Group Short Set",Disabled - 15-64,Barriers to volunteering for an organisation,Too costly / can't afford it,,percentage,% of people who did not volunteer,suppressed
2021,"Disability status, Washington Group Short Set",Non-disabled - 15-64,Barriers to volunteering for an organisation,Too costly / can't afford it,1.8,percentage,% of people who did not volunteer,
2021,"Disability status, Washington Group Short Set",Disabled - 15 and over,Barriers to volunteering for an organisation,Don't want to make a long term commitment,5.2,percentage,% of people who did not volunteer,
2021,"Disability status, Washington Group Short Set",Non-disabled - 15 and over,Barriers to volunteering for an organisation,Don't want to make a long term commitment,9.5,percentage,% of people who did not volunteer,
2021,"Disability status, Washington Group Short Set",Total population aged 15-64,Barriers to volunteering for an organisation,Don't want to make a long term commitment,8.6,percentage,% of people who did not volunteer,
2021,"Disability status, Washington Group Short Set",Disabled - 15-64,Barriers to volunteering for an organisation,Don't want to make a long term commitment,7.3,percentage,% of people who did not volunteer,
