Quarter,Input commodity,Input commodity Code,Measure,Value,Value Unit,Value Label,Null Reason
2016 Q2,Other food products,Other food products,Producers Price Index (Input Commodity),1061,number,Index (Base 2009 Q4 = 1000),
2016 Q2,"Beer, soft drinks, and fruit juices","Beer, soft drinks, and fruit juices",Producers Price Index (Input Commodity),1213,number,Index (Base 2009 Q4 = 1000),
2016 Q2,"Natural and man-made textiles and fibres, yarn, and thread","Natural and man-made textiles and fibres, yarn, and thread",Producers Price Index (Input Commodity),1550,number,Index (Base 2009 Q4 = 1000),
2016 Q2,Woven fabrics and made-up textile articles,Woven fabrics and made-up textile articles,Producers Price Index (Input Commodity),1051,number,Index (Base 2009 Q4 = 1000),
2016 Q2,"Luggage, handbags and articles of leather","Luggage, handbags and articles of leather",Producers Price Index (Input Commodity),819,number,Index (Base 2009 Q4 = 1000),
2016 Q2,Clothing,Clothing,Producers Price Index (Input Commodity),1009,number,Index (Base 2009 Q4 = 1000),
2016 Q2,Wood and timber,Wood and timber,Producers Price Index (Input Commodity),1205,number,Index (Base 2009 Q4 = 1000),
2016 Q2,Panel products,"Panels, boards, veneer sheets, and plywood",Producers Price Index (Input Commodity),1005,number,Index (Base 2009 Q4 = 1000),
2016 Q2,"Pulp, paper, and paperboard","Pulp, paper, and paperboard",Producers Price Index (Input Commodity),1056,number,Index (Base 2009 Q4 = 1000),
2016 Q2,"Books, newspapers, and other printed material","Books, newspapers, and other printed material",Producers Price Index (Input Commodity),1119,number,Index (Base 2009 Q4 = 1000),
2016 Q2,Petrol,Petrol,Producers Price Index (Input Commodity),1035,number,Index (Base 2009 Q4 = 1000),
2016 Q2,Diesel,Diesel,Producers Price Index (Input Commodity),913,number,Index (Base 2009 Q4 = 1000),
2016 Q2,"Other petroleum products (eg fuel oils, lubricating oils, aviation fuels)","Other petroleum products (eg fuel oils, lubricating oils, aviation fuels)",Producers Price Index (Input Commodity),850,number,Index (Base 2009 Q4 = 1000),
2016 Q2,Basic chemicals including methanol,Basic chemicals including methanol,Producers Price Index (Input Commodity),1193,number,Index (Base 2009 Q4 = 1000),
2016 Q2,Fertiliser,Fertiliser,Producers Price Index (Input Commodity),771,number,Index (Base 2009 Q4 = 1000),
2016 Q2,Plastic in primary forms,Plastic in primary forms,Producers Price Index (Input Commodity),990,number,Index (Base 2009 Q4 = 1000),
2016 Q2,Pharmaceutical products,Pharmaceutical products,Producers Price Index (Input Commodity),1071,number,Index (Base 2009 Q4 = 1000),
2016 Q2,"Soap, cleaning preparations, and perfumes","Soap, cleaning preparations, and perfumes",Producers Price Index (Input Commodity),1031,number,Index (Base 2009 Q4 = 1000),
2016 Q2,Paints and varnishes,Paints and varnishes,Producers Price Index (Input Commodity),1151,number,Index (Base 2009 Q4 = 1000),
2016 Q2,Rubber products including tyres,Rubber products including tyres,Producers Price Index (Input Commodity),1016,number,Index (Base 2009 Q4 = 1000),
2016 Q2,Packaging products of plastic,Packaging products of plastic,Producers Price Index (Input Commodity),1051,number,Index (Base 2009 Q4 = 1000),
2016 Q2,Other plastics products,Other plastics products,Producers Price Index (Input Commodity),1088,number,Index (Base 2009 Q4 = 1000),
2016 Q2,"Articles of concrete, cement, and plaster","Articles of concrete, cement, and plaster",Producers Price Index (Input Commodity),1088,number,Index (Base 2009 Q4 = 1000),
2016 Q2,Stone and bitumen,Stone and bitumen,Producers Price Index (Input Commodity),896,number,Index (Base 2009 Q4 = 1000),
2016 Q2,Waste and scrap,Waste and scrap,Producers Price Index (Input Commodity),1011,number,Index (Base 2009 Q4 = 1000),
2016 Q2,"Iron ore, alumina, basic and semi-finished metal products","Iron ore, alumina, basic and semi-finished products of steel, copper, aluminium, and other metals",Producers Price Index (Input Commodity),1009,number,Index (Base 2009 Q4 = 1000),
2016 Q2,"Fabricated metal products, excluding machinery and equipment","Fabricated metal products, excluding machinery and equipment",Producers Price Index (Input Commodity),1024,number,Index (Base 2009 Q4 = 1000),
2016 Q2,Motor vehicles and parts,Motor vehicles and parts,Producers Price Index (Input Commodity),969,number,Index (Base 2009 Q4 = 1000),
2016 Q2,Ships and boats,Ships and boats,Producers Price Index (Input Commodity),985,number,Index (Base 2009 Q4 = 1000),
2016 Q2,"Railway, aircraft, and other transport equipment and parts","Railway, aircraft, and other transport equipment and parts",Producers Price Index (Input Commodity),1354,number,Index (Base 2009 Q4 = 1000),
2016 Q2,Domestic appliances,Domestic appliances,Producers Price Index (Input Commodity),1024,number,Index (Base 2009 Q4 = 1000),
2016 Q2,"Electric motors, generators, and transformers","Electric motors, generators, and transformers",Producers Price Index (Input Commodity),1108,number,Index (Base 2009 Q4 = 1000),
2016 Q2,"Other electrical equipment (eg cables, batteries, lights, valves and tubes)","Other electrical equipment (eg cables, batteries, lights, electronic valves and tubes)",Producers Price Index (Input Commodity),1102,number,Index (Base 2009 Q4 = 1000),
2016 Q2,"Office and audio visual equipment, computers, and parts","Office and audio visual equipment, computers, and parts",Producers Price Index (Input Commodity),765,number,Index (Base 2009 Q4 = 1000),
2016 Q2,"Medical, photographic, and scientific equipment","Medical, photographic, and scientific equipment",Producers Price Index (Input Commodity),1034,number,Index (Base 2009 Q4 = 1000),
2016 Q2,Industrial machinery and parts,Industrial machinery and parts,Producers Price Index (Input Commodity),1148,number,Index (Base 2009 Q4 = 1000),
2016 Q2,Agricultural and forestry equipment,Agricultural and forestry equipment,Producers Price Index (Input Commodity),989,number,Index (Base 2009 Q4 = 1000),
2016 Q2,Jewellery,Jewellery,Producers Price Index (Input Commodity),1433,number,Index (Base 2009 Q4 = 1000),
2016 Q2,Games and toys,Games and toys,Producers Price Index (Input Commodity),1070,number,Index (Base 2009 Q4 = 1000),
2016 Q2,Contract manufacturing services,Contract manufacturing services,Producers Price Index (Input Commodity),935,number,Index (Base 2009 Q4 = 1000),
2016 Q2,Residential building construction,Residential building construction,Producers Price Index (Input Commodity),1225,number,Index (Base 2009 Q4 = 1000),
2016 Q2,Non-residential building construction,Non-residential building construction,Producers Price Index (Input Commodity),1144,number,Index (Base 2009 Q4 = 1000),
2016 Q2,Civil engineering services,Civil engineering services,Producers Price Index (Input Commodity),1151,number,Index (Base 2009 Q4 = 1000),
2016 Q2,Site preparation services,Site preparation services,Producers Price Index (Input Commodity),1158,number,Index (Base 2009 Q4 = 1000),
2016 Q2,Special trade construction services,Special trade construction services,Producers Price Index (Input Commodity),1099,number,Index (Base 2009 Q4 = 1000),
2016 Q2,Electrical installation services,Electrical installation services,Producers Price Index (Input Commodity),1128,number,Index (Base 2009 Q4 = 1000),
2016 Q2,"Water, plumbing, and drain laying services","Water, plumbing, and drain laying services",Producers Price Index (Input Commodity),1304,number,Index (Base 2009 Q4 = 1000),
2016 Q2,"Heating, ventilation, and air conditioning installation services","Heating, ventilation, and air conditioning installation services",Producers Price Index (Input Commodity),1110,number,Index (Base 2009 Q4 = 1000),
2016 Q2,"Other installation services (eg insulation, elevators)","Other installation services (eg insulation, elevators)",Producers Price Index (Input Commodity),984,number,Index (Base 2009 Q4 = 1000),
2016 Q2,Building completion and finishing services,Building completion and finishing services,Producers Price Index (Input Commodity),1120,number,Index (Base 2009 Q4 = 1000),
2016 Q2,Accommodation services,Accommodation services,Producers Price Index (Input Commodity),1106,number,Index (Base 2009 Q4 = 1000),
2016 Q2,Meal serving services,Meal serving services,Producers Price Index (Input Commodity),1115,number,Index (Base 2009 Q4 = 1000),
2016 Q2,Event catering and other food serving services,Event catering and other food serving services,Producers Price Index (Input Commodity),1098,number,Index (Base 2009 Q4 = 1000),
2016 Q2,Beverage serving services,Beverage serving services,Producers Price Index (Input Commodity),1171,number,Index (Base 2009 Q4 = 1000),
2016 Q2,Road freight transport services,Road freight transport services,Producers Price Index (Input Commodity),1183,number,Index (Base 2009 Q4 = 1000),
2016 Q2,Road passenger transport services,Road passenger transport services,Producers Price Index (Input Commodity),1195,number,Index (Base 2009 Q4 = 1000),
2016 Q2,Water passenger transport,Water passenger transport,Producers Price Index (Input Commodity),1057,number,Index (Base 2009 Q4 = 1000),
2016 Q2,Scenic and sightseeing transportation services,Scenic and sightseeing transportation services,Producers Price Index (Input Commodity),1185,number,Index (Base 2009 Q4 = 1000),
2016 Q2,Cargo handling services,Cargo handling services,Producers Price Index (Input Commodity),1046,number,Index (Base 2009 Q4 = 1000),
2016 Q2,Transport support services,Transport support services,Producers Price Index (Input Commodity),1309,number,Index (Base 2009 Q4 = 1000),
2016 Q2,Storage and warehousing services,Storage and warehousing services,Producers Price Index (Input Commodity),1161,number,Index (Base 2009 Q4 = 1000),
